MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|DE-LU
28.11.2020 07:00 - 28.11.2020 07:15,29.99,EUR,
28.11.2020 07:15 - 28.11.2020 07:30,41.99,EUR,
28.11.2020 07:30 - 28.11.2020 07:45,49.64,EUR,
28.11.2020 07:45 - 28.11.2020 08:00,54.89,EUR,
28.11.2020 08:00 - 28.11.2020 08:15,45.5,EUR,
28.11.2020 08:15 - 28.11.2020 08:30,49.05,EUR,
28.11.2020 08:30 - 28.11.2020 08:45,48.4,EUR,
28.11.2020 08:45 - 28.11.2020 09:00,45.88,EUR,
28.11.2020 09:00 - 28.11.2020 09:15,52.24,EUR,
28.11.2020 09:15 - 28.11.2020 09:30,49.4,EUR,
28.11.2020 09:30 - 28.11.2020 09:45,47.18,EUR,
28.11.2020 09:45 - 28.11.2020 10:00,42.8,EUR,
28.11.2020 10:00 - 28.11.2020 10:15,51.66,EUR,
28.11.2020 10:15 - 28.11.2020 10:30,47.88,EUR,
28.11.2020 10:30 - 28.11.2020 10:45,46.52,EUR,
28.11.2020 10:45 - 28.11.2020 11:00,39.86,EUR,
28.11.2020 11:00 - 28.11.2020 11:15,46.5,EUR,
28.11.2020 11:15 - 28.11.2020 11:30,48.33,EUR,
28.11.2020 11:30 - 28.11.2020 11:45,48.57,EUR,
28.11.2020 11:45 - 28.11.2020 12:00,40.29,EUR,
28.11.2020 12:00 - 28.11.2020 12:15,48.82,EUR,
28.11.2020 12:15 - 28.11.2020 12:30,43.26,EUR,
28.11.2020 12:30 - 28.11.2020 12:45,45.68,EUR,
28.11.2020 12:45 - 28.11.2020 13:00,43.94,EUR,
28.11.2020 13:00 - 28.11.2020 13:15,42.39,EUR,
28.11.2020 13:15 - 28.11.2020 13:30,43.14,EUR,
28.11.2020 13:30 - 28.11.2020 13:45,48.24,EUR,
28.11.2020 13:45 - 28.11.2020 14:00,43.4,EUR,
28.11.2020 14:00 - 28.11.2020 14:15,33.02,EUR,
28.11.2020 14:15 - 28.11.2020 14:30,38.82,EUR,
28.11.2020 14:30 - 28.11.2020 14:45,48.9,EUR,
28.11.2020 14:45 - 28.11.2020 15:00,53.54,EUR,
28.11.2020 15:00 - 28.11.2020 15:15,36.63,EUR,
28.11.2020 15:15 - 28.11.2020 15:30,47,EUR,
28.11.2020 15:30 - 28.11.2020 15:45,48.89,EUR,
28.11.2020 15:45 - 28.11.2020 16:00,53.98,EUR,
28.11.2020 16:00 - 28.11.2020 16:15,40.58,EUR,
28.11.2020 16:15 - 28.11.2020 16:30,42.79,EUR,
28.11.2020 16:30 - 28.11.2020 16:45,50.93,EUR,
28.11.2020 16:45 - 28.11.2020 17:00,56.4,EUR,
28.11.2020 17:00 - 28.11.2020 17:15,43.8,EUR,
28.11.2020 17:15 - 28.11.2020 17:30,53.29,EUR,
28.11.2020 17:30 - 28.11.2020 17:45,58.75,EUR,
28.11.2020 17:45 - 28.11.2020 18:00,60.72,EUR,
28.11.2020 18:00 - 28.11.2020 18:15,59.81,EUR,
28.11.2020 18:15 - 28.11.2020 18:30,54.7,EUR,
28.11.2020 18:30 - 28.11.2020 18:45,50.26,EUR,
28.11.2020 18:45 - 28.11.2020 19:00,43.14,EUR,
28.11.2020 19:00 - 28.11.2020 19:15,62.11,EUR,
28.11.2020 19:15 - 28.11.2020 19:30,51.43,EUR,
28.11.2020 19:30 - 28.11.2020 19:45,45.33,EUR,
28.11.2020 19:45 - 28.11.2020 20:00,36.22,EUR,
28.11.2020 20:00 - 28.11.2020 20:15,59.99,EUR,
28.11.2020 20:15 - 28.11.2020 20:30,46.85,EUR,
28.11.2020 20:30 - 28.11.2020 20:45,39.58,EUR,
28.11.2020 20:45 - 28.11.2020 21:00,31.13,EUR,
28.11.2020 21:00 - 28.11.2020 21:15,50.22,EUR,
28.11.2020 21:15 - 28.11.2020 21:30,44.18,EUR,
28.11.2020 21:30 - 28.11.2020 21:45,38.26,EUR,
28.11.2020 21:45 - 28.11.2020 22:00,33.22,EUR,
28.11.2020 22:00 - 28.11.2020 22:15,51.4,EUR,
28.11.2020 22:15 - 28.11.2020 22:30,46.7,EUR,
28.11.2020 22:30 - 28.11.2020 22:45,39.87,EUR,
28.11.2020 22:45 - 28.11.2020 23:00,30.53,EUR,
28.11.2020 23:00 - 28.11.2020 23:15,49.66,EUR,
28.11.2020 23:15 - 28.11.2020 23:30,42,EUR,
28.11.2020 23:30 - 28.11.2020 23:45,35.24,EUR,
28.11.2020 23:45 - 29.11.2020 00:00,26.62,EUR,
29.11.2020 00:00 - 29.11.2020 00:15,53.79,EUR,
29.11.2020 00:15 - 29.11.2020 00:30,51.25,EUR,
29.11.2020 00:30 - 29.11.2020 00:45,31.73,EUR,
29.11.2020 00:45 - 29.11.2020 01:00,22,EUR,
29.11.2020 01:00 - 29.11.2020 01:15,51.6,EUR,
29.11.2020 01:15 - 29.11.2020 01:30,38.55,EUR,
29.11.2020 01:30 - 29.11.2020 01:45,32.65,EUR,
29.11.2020 01:45 - 29.11.2020 02:00,28.52,EUR,
29.11.2020 02:00 - 29.11.2020 02:15,41.61,EUR,
29.11.2020 02:15 - 29.11.2020 02:30,32.59,EUR,
29.11.2020 02:30 - 29.11.2020 02:45,34.57,EUR,
29.11.2020 02:45 - 29.11.2020 03:00,32.93,EUR,
29.11.2020 03:00 - 29.11.2020 03:15,38.25,EUR,
29.11.2020 03:15 - 29.11.2020 03:30,31.42,EUR,
29.11.2020 03:30 - 29.11.2020 03:45,33.07,EUR,
29.11.2020 03:45 - 29.11.2020 04:00,36.27,EUR,
29.11.2020 04:00 - 29.11.2020 04:15,30.82,EUR,
29.11.2020 04:15 - 29.11.2020 04:30,32.63,EUR,
29.11.2020 04:30 - 29.11.2020 04:45,36.07,EUR,
29.11.2020 04:45 - 29.11.2020 05:00,37.4,EUR,
29.11.2020 05:00 - 29.11.2020 05:15,55,EUR,
29.11.2020 05:15 - 29.11.2020 05:30,47.09,EUR,
29.11.2020 05:30 - 29.11.2020 05:45,34.26,EUR,
29.11.2020 05:45 - 29.11.2020 06:00,2.84,EUR,
29.11.2020 06:00 - 29.11.2020 06:15,31.3,EUR,
29.11.2020 06:15 - 29.11.2020 06:30,32.51,EUR,
29.11.2020 06:30 - 29.11.2020 06:45,37.75,EUR,
29.11.2020 06:45 - 29.11.2020 07:00,36.8,EUR,
29.11.2020 07:00 - 29.11.2020 07:15,26.2,EUR,
29.11.2020 07:15 - 29.11.2020 07:30,34.42,EUR,
29.11.2020 07:30 - 29.11.2020 07:45,42.51,EUR,
29.11.2020 07:45 - 29.11.2020 08:00,48.87,EUR,
29.11.2020 08:00 - 29.11.2020 08:15,29.76,EUR,
29.11.2020 08:15 - 29.11.2020 08:30,39.77,EUR,
29.11.2020 08:30 - 29.11.2020 08:45,45.58,EUR,
29.11.2020 08:45 - 29.11.2020 09:00,46.6,EUR,
29.11.2020 09:00 - 29.11.2020 09:15,30.5,EUR,
29.11.2020 09:15 - 29.11.2020 09:30,43.9,EUR,
29.11.2020 09:30 - 29.11.2020 09:45,42.01,EUR,
29.11.2020 09:45 - 29.11.2020 10:00,47.4,EUR,
29.11.2020 10:00 - 29.11.2020 10:15,38.6,EUR,
29.11.2020 10:15 - 29.11.2020 10:30,43.85,EUR,
29.11.2020 10:30 - 29.11.2020 10:45,44.12,EUR,
29.11.2020 10:45 - 29.11.2020 11:00,41.75,EUR,
29.11.2020 11:00 - 29.11.2020 11:15,35.84,EUR,
29.11.2020 11:15 - 29.11.2020 11:30,46.7,EUR,
29.11.2020 11:30 - 29.11.2020 11:45,47.76,EUR,
29.11.2020 11:45 - 29.11.2020 12:00,44.31,EUR,
29.11.2020 12:00 - 29.11.2020 12:15,48.54,EUR,
29.11.2020 12:15 - 29.11.2020 12:30,40.89,EUR,
29.11.2020 12:30 - 29.11.2020 12:45,46.5,EUR,
29.11.2020 12:45 - 29.11.2020 13:00,35.46,EUR,
29.11.2020 13:00 - 29.11.2020 13:15,47.9,EUR,
29.11.2020 13:15 - 29.11.2020 13:30,43.8,EUR,
29.11.2020 13:30 - 29.11.2020 13:45,45.42,EUR,
29.11.2020 13:45 - 29.11.2020 14:00,31.45,EUR,
29.11.2020 14:00 - 29.11.2020 14:15,33.42,EUR,
29.11.2020 14:15 - 29.11.2020 14:30,43.32,EUR,
29.11.2020 14:30 - 29.11.2020 14:45,48.85,EUR,
29.11.2020 14:45 - 29.11.2020 15:00,44.8,EUR,
29.11.2020 15:00 - 29.11.2020 15:15,32.24,EUR,
29.11.2020 15:15 - 29.11.2020 15:30,47.76,EUR,
29.11.2020 15:30 - 29.11.2020 15:45,50.55,EUR,
29.11.2020 15:45 - 29.11.2020 16:00,55.8,EUR,
29.11.2020 16:00 - 29.11.2020 16:15,35.81,EUR,
29.11.2020 16:15 - 29.11.2020 16:30,46.98,EUR,
29.11.2020 16:30 - 29.11.2020 16:45,56.67,EUR,
29.11.2020 16:45 - 29.11.2020 17:00,62.24,EUR,
29.11.2020 17:00 - 29.11.2020 17:15,41.14,EUR,
29.11.2020 17:15 - 29.11.2020 17:30,54.81,EUR,
29.11.2020 17:30 - 29.11.2020 17:45,75.11,EUR,
29.11.2020 17:45 - 29.11.2020 18:00,74.46,EUR,
29.11.2020 18:00 - 29.11.2020 18:15,65.94,EUR,
29.11.2020 18:15 - 29.11.2020 18:30,56.75,EUR,
29.11.2020 18:30 - 29.11.2020 18:45,57.85,EUR,
29.11.2020 18:45 - 29.11.2020 19:00,59.73,EUR,
29.11.2020 19:00 - 29.11.2020 19:15,66.11,EUR,
29.11.2020 19:15 - 29.11.2020 19:30,63.13,EUR,
29.11.2020 19:30 - 29.11.2020 19:45,51.96,EUR,
29.11.2020 19:45 - 29.11.2020 20:00,47.7,EUR,
29.11.2020 20:00 - 29.11.2020 20:15,63.65,EUR,
29.11.2020 20:15 - 29.11.2020 20:30,60.01,EUR,
29.11.2020 20:30 - 29.11.2020 20:45,48.57,EUR,
29.11.2020 20:45 - 29.11.2020 21:00,40.06,EUR,
29.11.2020 21:00 - 29.11.2020 21:15,53.68,EUR,
29.11.2020 21:15 - 29.11.2020 21:30,48.17,EUR,
29.11.2020 21:30 - 29.11.2020 21:45,46.53,EUR,
29.11.2020 21:45 - 29.11.2020 22:00,40.69,EUR,
29.11.2020 22:00 - 29.11.2020 22:15,40.2,EUR,
29.11.2020 22:15 - 29.11.2020 22:30,66.92,EUR,
29.11.2020 22:30 - 29.11.2020 22:45,47.07,EUR,
29.11.2020 22:45 - 29.11.2020 23:00,38.86,EUR,
29.11.2020 23:00 - 29.11.2020 23:15,55.46,EUR,
29.11.2020 23:15 - 29.11.2020 23:30,49.57,EUR,
29.11.2020 23:30 - 29.11.2020 23:45,43.41,EUR,
29.11.2020 23:45 - 30.11.2020 00:00,32.62,EUR,
30.11.2020 00:00 - 30.11.2020 00:15,52.69,EUR,
30.11.2020 00:15 - 30.11.2020 00:30,47.09,EUR,
30.11.2020 00:30 - 30.11.2020 00:45,41.42,EUR,
30.11.2020 00:45 - 30.11.2020 01:00,28.9,EUR,
30.11.2020 01:00 - 30.11.2020 01:15,49.94,EUR,
30.11.2020 01:15 - 30.11.2020 01:30,48.48,EUR,
30.11.2020 01:30 - 30.11.2020 01:45,36.27,EUR,
30.11.2020 01:45 - 30.11.2020 02:00,29.55,EUR,
30.11.2020 02:00 - 30.11.2020 02:15,37.61,EUR,
30.11.2020 02:15 - 30.11.2020 02:30,26.68,EUR,
30.11.2020 02:30 - 30.11.2020 02:45,45.53,EUR,
30.11.2020 02:45 - 30.11.2020 03:00,45.27,EUR,
30.11.2020 03:00 - 30.11.2020 03:15,39.48,EUR,
30.11.2020 03:15 - 30.11.2020 03:30,42.33,EUR,
30.11.2020 03:30 - 30.11.2020 03:45,28.56,EUR,
30.11.2020 03:45 - 30.11.2020 04:00,40.28,EUR,
30.11.2020 04:00 - 30.11.2020 04:15,22.86,EUR,
30.11.2020 04:15 - 30.11.2020 04:30,29.69,EUR,
30.11.2020 04:30 - 30.11.2020 04:45,47.52,EUR,
30.11.2020 04:45 - 30.11.2020 05:00,52.89,EUR,
30.11.2020 05:00 - 30.11.2020 05:15,18.61,EUR,
30.11.2020 05:15 - 30.11.2020 05:30,43.01,EUR,
30.11.2020 05:30 - 30.11.2020 05:45,48.34,EUR,
30.11.2020 05:45 - 30.11.2020 06:00,55.32,EUR,
30.11.2020 06:00 - 30.11.2020 06:15,6.5,EUR,
30.11.2020 06:15 - 30.11.2020 06:30,48.69,EUR,
30.11.2020 06:30 - 30.11.2020 06:45,73.56,EUR,
30.11.2020 06:45 - 30.11.2020 07:00,117.53,EUR,
30.11.2020 07:00 - 30.11.2020 07:15,56.4,EUR,
30.11.2020 07:15 - 30.11.2020 07:30,80.39,EUR,
30.11.2020 07:30 - 30.11.2020 07:45,90.33,EUR,
30.11.2020 07:45 - 30.11.2020 08:00,91.75,EUR,
30.11.2020 08:00 - 30.11.2020 08:15,95.13,EUR,
30.11.2020 08:15 - 30.11.2020 08:30,95.73,EUR,
30.11.2020 08:30 - 30.11.2020 08:45,90.13,EUR,
30.11.2020 08:45 - 30.11.2020 09:00,91.97,EUR,
30.11.2020 09:00 - 30.11.2020 09:15,88.65,EUR,
30.11.2020 09:15 - 30.11.2020 09:30,84.3,EUR,
30.11.2020 09:30 - 30.11.2020 09:45,76,EUR,
30.11.2020 09:45 - 30.11.2020 10:00,67.47,EUR,
30.11.2020 10:00 - 30.11.2020 10:15,67.9,EUR,
30.11.2020 10:15 - 30.11.2020 10:30,68.3,EUR,
30.11.2020 10:30 - 30.11.2020 10:45,56.73,EUR,
30.11.2020 10:45 - 30.11.2020 11:00,58.72,EUR,
30.11.2020 11:00 - 30.11.2020 11:15,58.87,EUR,
30.11.2020 11:15 - 30.11.2020 11:30,67.09,EUR,
30.11.2020 11:30 - 30.11.2020 11:45,63.92,EUR,
30.11.2020 11:45 - 30.11.2020 12:00,59.63,EUR,
30.11.2020 12:00 - 30.11.2020 12:15,53.89,EUR,
30.11.2020 12:15 - 30.11.2020 12:30,53.31,EUR,
30.11.2020 12:30 - 30.11.2020 12:45,59.61,EUR,
30.11.2020 12:45 - 30.11.2020 13:00,56,EUR,
30.11.2020 13:00 - 30.11.2020 13:15,58.72,EUR,
30.11.2020 13:15 - 30.11.2020 13:30,60.01,EUR,
30.11.2020 13:30 - 30.11.2020 13:45,57.2,EUR,
30.11.2020 13:45 - 30.11.2020 14:00,41.1,EUR,
30.11.2020 14:00 - 30.11.2020 14:15,48.75,EUR,
30.11.2020 14:15 - 30.11.2020 14:30,59.48,EUR,
30.11.2020 14:30 - 30.11.2020 14:45,59.84,EUR,
30.11.2020 14:45 - 30.11.2020 15:00,60.4,EUR,
30.11.2020 15:00 - 30.11.2020 15:15,51.83,EUR,
30.11.2020 15:15 - 30.11.2020 15:30,62.87,EUR,
30.11.2020 15:30 - 30.11.2020 15:45,56.07,EUR,
30.11.2020 15:45 - 30.11.2020 16:00,65.23,EUR,
30.11.2020 16:00 - 30.11.2020 16:15,53.93,EUR,
30.11.2020 16:15 - 30.11.2020 16:30,53.75,EUR,
30.11.2020 16:30 - 30.11.2020 16:45,67.01,EUR,
30.11.2020 16:45 - 30.11.2020 17:00,69.17,EUR,
30.11.2020 17:00 - 30.11.2020 17:15,60.41,EUR,
30.11.2020 17:15 - 30.11.2020 17:30,71.6,EUR,
30.11.2020 17:30 - 30.11.2020 17:45,76.84,EUR,
30.11.2020 17:45 - 30.11.2020 18:00,75.52,EUR,
30.11.2020 18:00 - 30.11.2020 18:15,71.6,EUR,
30.11.2020 18:15 - 30.11.2020 18:30,67.7,EUR,
30.11.2020 18:30 - 30.11.2020 18:45,63.8,EUR,
30.11.2020 18:45 - 30.11.2020 19:00,54.26,EUR,
30.11.2020 19:00 - 30.11.2020 19:15,78.58,EUR,
30.11.2020 19:15 - 30.11.2020 19:30,53.18,EUR,
30.11.2020 19:30 - 30.11.2020 19:45,45.35,EUR,
30.11.2020 19:45 - 30.11.2020 20:00,39,EUR,
30.11.2020 20:00 - 30.11.2020 20:15,83.86,EUR,
30.11.2020 20:15 - 30.11.2020 20:30,52.44,EUR,
30.11.2020 20:30 - 30.11.2020 20:45,30.47,EUR,
30.11.2020 20:45 - 30.11.2020 21:00,24.44,EUR,
30.11.2020 21:00 - 30.11.2020 21:15,56.45,EUR,
30.11.2020 21:15 - 30.11.2020 21:30,46.6,EUR,
30.11.2020 21:30 - 30.11.2020 21:45,39.75,EUR,
30.11.2020 21:45 - 30.11.2020 22:00,20.8,EUR,
30.11.2020 22:00 - 30.11.2020 22:15,51,EUR,
30.11.2020 22:15 - 30.11.2020 22:30,59.99,EUR,
30.11.2020 22:30 - 30.11.2020 22:45,37.46,EUR,
30.11.2020 22:45 - 30.11.2020 23:00,11.75,EUR,
30.11.2020 23:00 - 30.11.2020 23:15,50.75,EUR,
30.11.2020 23:15 - 30.11.2020 23:30,41.37,EUR,
30.11.2020 23:30 - 30.11.2020 23:45,32.64,EUR,
30.11.2020 23:45 - 01.12.2020 00:00,18.42,EUR,
01.12.2020 00:00 - 01.12.2020 00:15,43.15,EUR,
01.12.2020 00:15 - 01.12.2020 00:30,36.91,EUR,
01.12.2020 00:30 - 01.12.2020 00:45,31.67,EUR,
01.12.2020 00:45 - 01.12.2020 01:00,23.06,EUR,
01.12.2020 01:00 - 01.12.2020 01:15,35.8,EUR,
01.12.2020 01:15 - 01.12.2020 01:30,33.31,EUR,
01.12.2020 01:30 - 01.12.2020 01:45,31.59,EUR,
01.12.2020 01:45 - 01.12.2020 02:00,29.48,EUR,
01.12.2020 02:00 - 01.12.2020 02:15,27.91,EUR,
01.12.2020 02:15 - 01.12.2020 02:30,27.94,EUR,
01.12.2020 02:30 - 01.12.2020 02:45,34.12,EUR,
01.12.2020 02:45 - 01.12.2020 03:00,38.03,EUR,
01.12.2020 03:00 - 01.12.2020 03:15,23.58,EUR,
01.12.2020 03:15 - 01.12.2020 03:30,29.41,EUR,
01.12.2020 03:30 - 01.12.2020 03:45,34.29,EUR,
01.12.2020 03:45 - 01.12.2020 04:00,40.72,EUR,
01.12.2020 04:00 - 01.12.2020 04:15,23.27,EUR,
01.12.2020 04:15 - 01.12.2020 04:30,30.49,EUR,
01.12.2020 04:30 - 01.12.2020 04:45,37.55,EUR,
01.12.2020 04:45 - 01.12.2020 05:00,42.62,EUR,
01.12.2020 05:00 - 01.12.2020 05:15,25.53,EUR,
01.12.2020 05:15 - 01.12.2020 05:30,30.47,EUR,
01.12.2020 05:30 - 01.12.2020 05:45,39.57,EUR,
01.12.2020 05:45 - 01.12.2020 06:00,52.78,EUR,
01.12.2020 06:00 - 01.12.2020 06:15,14.31,EUR,
01.12.2020 06:15 - 01.12.2020 06:30,37.14,EUR,
01.12.2020 06:30 - 01.12.2020 06:45,53.88,EUR,
01.12.2020 06:45 - 01.12.2020 07:00,70.1,EUR,
01.12.2020 07:00 - 01.12.2020 07:15,36.16,EUR,
01.12.2020 07:15 - 01.12.2020 07:30,51.76,EUR,
01.12.2020 07:30 - 01.12.2020 07:45,62.47,EUR,
01.12.2020 07:45 - 01.12.2020 08:00,71.66,EUR,
01.12.2020 08:00 - 01.12.2020 08:15,58.28,EUR,
01.12.2020 08:15 - 01.12.2020 08:30,62.43,EUR,
01.12.2020 08:30 - 01.12.2020 08:45,67.6,EUR,
01.12.2020 08:45 - 01.12.2020 09:00,64.75,EUR,
01.12.2020 09:00 - 01.12.2020 09:15,57.68,EUR,
01.12.2020 09:15 - 01.12.2020 09:30,60.04,EUR,
01.12.2020 09:30 - 01.12.2020 09:45,65.49,EUR,
01.12.2020 09:45 - 01.12.2020 10:00,68.79,EUR,
01.12.2020 10:00 - 01.12.2020 10:15,59.74,EUR,
01.12.2020 10:15 - 01.12.2020 10:30,61.24,EUR,
01.12.2020 10:30 - 01.12.2020 10:45,64.17,EUR,
01.12.2020 10:45 - 01.12.2020 11:00,68.57,EUR,
01.12.2020 11:00 - 01.12.2020 11:15,57.41,EUR,
01.12.2020 11:15 - 01.12.2020 11:30,64.12,EUR,
01.12.2020 11:30 - 01.12.2020 11:45,65.78,EUR,
01.12.2020 11:45 - 01.12.2020 12:00,63.59,EUR,
01.12.2020 12:00 - 01.12.2020 12:15,60.3,EUR,
01.12.2020 12:15 - 01.12.2020 12:30,60.59,EUR,
01.12.2020 12:30 - 01.12.2020 12:45,63.23,EUR,
01.12.2020 12:45 - 01.12.2020 13:00,66.82,EUR,
01.12.2020 13:00 - 01.12.2020 13:15,64.35,EUR,
01.12.2020 13:15 - 01.12.2020 13:30,65.63,EUR,
01.12.2020 13:30 - 01.12.2020 13:45,63.63,EUR,
01.12.2020 13:45 - 01.12.2020 14:00,61.35,EUR,
01.12.2020 14:00 - 01.12.2020 14:15,58.05,EUR,
01.12.2020 14:15 - 01.12.2020 14:30,62.34,EUR,
01.12.2020 14:30 - 01.12.2020 14:45,66.5,EUR,
01.12.2020 14:45 - 01.12.2020 15:00,65.1,EUR,
01.12.2020 15:00 - 01.12.2020 15:15,64.8,EUR,
01.12.2020 15:15 - 01.12.2020 15:30,68.1,EUR,
01.12.2020 15:30 - 01.12.2020 15:45,65.31,EUR,
01.12.2020 15:45 - 01.12.2020 16:00,63.91,EUR,
01.12.2020 16:00 - 01.12.2020 16:15,61.87,EUR,
01.12.2020 16:15 - 01.12.2020 16:30,62.23,EUR,
01.12.2020 16:30 - 01.12.2020 16:45,66.75,EUR,
01.12.2020 16:45 - 01.12.2020 17:00,83.38,EUR,
01.12.2020 17:00 - 01.12.2020 17:15,73.2,EUR,
01.12.2020 17:15 - 01.12.2020 17:30,84.85,EUR,
01.12.2020 17:30 - 01.12.2020 17:45,84.59,EUR,
01.12.2020 17:45 - 01.12.2020 18:00,87.9,EUR,
01.12.2020 18:00 - 01.12.2020 18:15,90.73,EUR,
01.12.2020 18:15 - 01.12.2020 18:30,80.03,EUR,
01.12.2020 18:30 - 01.12.2020 18:45,76.7,EUR,
01.12.2020 18:45 - 01.12.2020 19:00,68,EUR,
01.12.2020 19:00 - 01.12.2020 19:15,81.2,EUR,
01.12.2020 19:15 - 01.12.2020 19:30,79.72,EUR,
01.12.2020 19:30 - 01.12.2020 19:45,66.5,EUR,
01.12.2020 19:45 - 01.12.2020 20:00,58.31,EUR,
01.12.2020 20:00 - 01.12.2020 20:15,94.22,EUR,
01.12.2020 20:15 - 01.12.2020 20:30,59.08,EUR,
01.12.2020 20:30 - 01.12.2020 20:45,49.47,EUR,
01.12.2020 20:45 - 01.12.2020 21:00,39.37,EUR,
01.12.2020 21:00 - 01.12.2020 21:15,66.56,EUR,
01.12.2020 21:15 - 01.12.2020 21:30,57.78,EUR,
01.12.2020 21:30 - 01.12.2020 21:45,48.76,EUR,
01.12.2020 21:45 - 01.12.2020 22:00,39.21,EUR,
01.12.2020 22:00 - 01.12.2020 22:15,65,EUR,
01.12.2020 22:15 - 01.12.2020 22:30,57.11,EUR,
01.12.2020 22:30 - 01.12.2020 22:45,49.36,EUR,
01.12.2020 22:45 - 01.12.2020 23:00,37.55,EUR,
01.12.2020 23:00 - 01.12.2020 23:15,62.2,EUR,
01.12.2020 23:15 - 01.12.2020 23:30,52.13,EUR,
01.12.2020 23:30 - 01.12.2020 23:45,45.3,EUR,
01.12.2020 23:45 - 02.12.2020 00:00,31.85,EUR,
02.12.2020 00:00 - 02.12.2020 00:15,54.02,EUR,
02.12.2020 00:15 - 02.12.2020 00:30,50.02,EUR,
02.12.2020 00:30 - 02.12.2020 00:45,45.5,EUR,
02.12.2020 00:45 - 02.12.2020 01:00,38.98,EUR,
02.12.2020 01:00 - 02.12.2020 01:15,49.36,EUR,
02.12.2020 01:15 - 02.12.2020 01:30,45.42,EUR,
02.12.2020 01:30 - 02.12.2020 01:45,43.32,EUR,
02.12.2020 01:45 - 02.12.2020 02:00,42.33,EUR,
02.12.2020 02:00 - 02.12.2020 02:15,42.87,EUR,
02.12.2020 02:15 - 02.12.2020 02:30,41.61,EUR,
02.12.2020 02:30 - 02.12.2020 02:45,43.67,EUR,
02.12.2020 02:45 - 02.12.2020 03:00,45.26,EUR,
02.12.2020 03:00 - 02.12.2020 03:15,39.38,EUR,
02.12.2020 03:15 - 02.12.2020 03:30,41.99,EUR,
02.12.2020 03:30 - 02.12.2020 03:45,43.85,EUR,
02.12.2020 03:45 - 02.12.2020 04:00,47,EUR,
02.12.2020 04:00 - 02.12.2020 04:15,41.13,EUR,
02.12.2020 04:15 - 02.12.2020 04:30,44.01,EUR,
02.12.2020 04:30 - 02.12.2020 04:45,45.37,EUR,
02.12.2020 04:45 - 02.12.2020 05:00,46.79,EUR,
02.12.2020 05:00 - 02.12.2020 05:15,39.41,EUR,
02.12.2020 05:15 - 02.12.2020 05:30,42.9,EUR,
02.12.2020 05:30 - 02.12.2020 05:45,47.5,EUR,
02.12.2020 05:45 - 02.12.2020 06:00,62.2,EUR,
02.12.2020 06:00 - 02.12.2020 06:15,34.75,EUR,
02.12.2020 06:15 - 02.12.2020 06:30,51.28,EUR,
02.12.2020 06:30 - 02.12.2020 06:45,68.4,EUR,
02.12.2020 06:45 - 02.12.2020 07:00,84.92,EUR,
02.12.2020 07:00 - 02.12.2020 07:15,62,EUR,
02.12.2020 07:15 - 02.12.2020 07:30,75.17,EUR,
02.12.2020 07:30 - 02.12.2020 07:45,99.71,EUR,
02.12.2020 07:45 - 02.12.2020 08:00,92.67,EUR,
02.12.2020 08:00 - 02.12.2020 08:15,94.17,EUR,
02.12.2020 08:15 - 02.12.2020 08:30,98,EUR,
02.12.2020 08:30 - 02.12.2020 08:45,91.85,EUR,
02.12.2020 08:45 - 02.12.2020 09:00,82.37,EUR,
02.12.2020 09:00 - 02.12.2020 09:15,97.49,EUR,
02.12.2020 09:15 - 02.12.2020 09:30,91.27,EUR,
02.12.2020 09:30 - 02.12.2020 09:45,80.29,EUR,
02.12.2020 09:45 - 02.12.2020 10:00,79.06,EUR,
02.12.2020 10:00 - 02.12.2020 10:15,89.5,EUR,
02.12.2020 10:15 - 02.12.2020 10:30,78.9,EUR,
02.12.2020 10:30 - 02.12.2020 10:45,77.62,EUR,
02.12.2020 10:45 - 02.12.2020 11:00,76.16,EUR,
02.12.2020 11:00 - 02.12.2020 11:15,84.56,EUR,
02.12.2020 11:15 - 02.12.2020 11:30,78.79,EUR,
02.12.2020 11:30 - 02.12.2020 11:45,76.9,EUR,
02.12.2020 11:45 - 02.12.2020 12:00,76.2,EUR,
02.12.2020 12:00 - 02.12.2020 12:15,79.71,EUR,
02.12.2020 12:15 - 02.12.2020 12:30,74.45,EUR,
02.12.2020 12:30 - 02.12.2020 12:45,75.24,EUR,
02.12.2020 12:45 - 02.12.2020 13:00,79.09,EUR,
02.12.2020 13:00 - 02.12.2020 13:15,73.47,EUR,
02.12.2020 13:15 - 02.12.2020 13:30,74.36,EUR,
02.12.2020 13:30 - 02.12.2020 13:45,78.89,EUR,
02.12.2020 13:45 - 02.12.2020 14:00,76.78,EUR,
02.12.2020 14:00 - 02.12.2020 14:15,71.76,EUR,
02.12.2020 14:15 - 02.12.2020 14:30,76.23,EUR,
02.12.2020 14:30 - 02.12.2020 14:45,78.77,EUR,
02.12.2020 14:45 - 02.12.2020 15:00,83.87,EUR,
02.12.2020 15:00 - 02.12.2020 15:15,75.56,EUR,
02.12.2020 15:15 - 02.12.2020 15:30,79.32,EUR,
02.12.2020 15:30 - 02.12.2020 15:45,88.44,EUR,
02.12.2020 15:45 - 02.12.2020 16:00,97.08,EUR,
02.12.2020 16:00 - 02.12.2020 16:15,81.83,EUR,
02.12.2020 16:15 - 02.12.2020 16:30,83.9,EUR,
02.12.2020 16:30 - 02.12.2020 16:45,98.52,EUR,
