MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|DE-LU
05.01.2020 08:00 - 05.01.2020 08:15,24.62,EUR,
05.01.2020 08:15 - 05.01.2020 08:30,28.62,EUR,
05.01.2020 08:30 - 05.01.2020 08:45,34.85,EUR,
05.01.2020 08:45 - 05.01.2020 09:00,37.91,EUR,
05.01.2020 09:00 - 05.01.2020 09:15,31.72,EUR,
05.01.2020 09:15 - 05.01.2020 09:30,34.18,EUR,
05.01.2020 09:30 - 05.01.2020 09:45,37.09,EUR,
05.01.2020 09:45 - 05.01.2020 10:00,37.02,EUR,
05.01.2020 10:00 - 05.01.2020 10:15,36,EUR,
05.01.2020 10:15 - 05.01.2020 10:30,38.34,EUR,
05.01.2020 10:30 - 05.01.2020 10:45,39.74,EUR,
05.01.2020 10:45 - 05.01.2020 11:00,41.12,EUR,
05.01.2020 11:00 - 05.01.2020 11:15,37.3,EUR,
05.01.2020 11:15 - 05.01.2020 11:30,38.72,EUR,
05.01.2020 11:30 - 05.01.2020 11:45,43.67,EUR,
05.01.2020 11:45 - 05.01.2020 12:00,46.85,EUR,
05.01.2020 12:00 - 05.01.2020 12:15,48.61,EUR,
05.01.2020 12:15 - 05.01.2020 12:30,40.38,EUR,
05.01.2020 12:30 - 05.01.2020 12:45,36.97,EUR,
05.01.2020 12:45 - 05.01.2020 13:00,34.81,EUR,
05.01.2020 13:00 - 05.01.2020 13:15,40.2,EUR,
05.01.2020 13:15 - 05.01.2020 13:30,38.6,EUR,
05.01.2020 13:30 - 05.01.2020 13:45,35.8,EUR,
05.01.2020 13:45 - 05.01.2020 14:00,34.19,EUR,
05.01.2020 14:00 - 05.01.2020 14:15,34.23,EUR,
05.01.2020 14:15 - 05.01.2020 14:30,35.9,EUR,
05.01.2020 14:30 - 05.01.2020 14:45,37.9,EUR,
05.01.2020 14:45 - 05.01.2020 15:00,38.78,EUR,
05.01.2020 15:00 - 05.01.2020 15:15,31.82,EUR,
05.01.2020 15:15 - 05.01.2020 15:30,33.34,EUR,
05.01.2020 15:30 - 05.01.2020 15:45,37.61,EUR,
05.01.2020 15:45 - 05.01.2020 16:00,39.24,EUR,
05.01.2020 16:00 - 05.01.2020 16:15,32.34,EUR,
05.01.2020 16:15 - 05.01.2020 16:30,36.34,EUR,
05.01.2020 16:30 - 05.01.2020 16:45,40.45,EUR,
05.01.2020 16:45 - 05.01.2020 17:00,45.88,EUR,
05.01.2020 17:00 - 05.01.2020 17:15,38.79,EUR,
05.01.2020 17:15 - 05.01.2020 17:30,41.47,EUR,
05.01.2020 17:30 - 05.01.2020 17:45,48.64,EUR,
05.01.2020 17:45 - 05.01.2020 18:00,47.49,EUR,
05.01.2020 18:00 - 05.01.2020 18:15,47.1,EUR,
05.01.2020 18:15 - 05.01.2020 18:30,48.4,EUR,
05.01.2020 18:30 - 05.01.2020 18:45,46.6,EUR,
05.01.2020 18:45 - 05.01.2020 19:00,45.5,EUR,
05.01.2020 19:00 - 05.01.2020 19:15,50.1,EUR,
05.01.2020 19:15 - 05.01.2020 19:30,48.6,EUR,
05.01.2020 19:30 - 05.01.2020 19:45,42.96,EUR,
05.01.2020 19:45 - 05.01.2020 20:00,39.54,EUR,
05.01.2020 20:00 - 05.01.2020 20:15,55.57,EUR,
05.01.2020 20:15 - 05.01.2020 20:30,52.46,EUR,
05.01.2020 20:30 - 05.01.2020 20:45,37.77,EUR,
05.01.2020 20:45 - 05.01.2020 21:00,31.12,EUR,
05.01.2020 21:00 - 05.01.2020 21:15,47.23,EUR,
05.01.2020 21:15 - 05.01.2020 21:30,43.11,EUR,
05.01.2020 21:30 - 05.01.2020 21:45,34.05,EUR,
05.01.2020 21:45 - 05.01.2020 22:00,32.82,EUR,
05.01.2020 22:00 - 05.01.2020 22:15,46.12,EUR,
05.01.2020 22:15 - 05.01.2020 22:30,39.57,EUR,
05.01.2020 22:30 - 05.01.2020 22:45,34.71,EUR,
05.01.2020 22:45 - 05.01.2020 23:00,27.18,EUR,
05.01.2020 23:00 - 05.01.2020 23:15,44.48,EUR,
05.01.2020 23:15 - 05.01.2020 23:30,38.46,EUR,
05.01.2020 23:30 - 05.01.2020 23:45,29.07,EUR,
05.01.2020 23:45 - 06.01.2020 00:00,11.35,EUR,
06.01.2020 00:00 - 06.01.2020 00:15,38.42,EUR,
06.01.2020 00:15 - 06.01.2020 00:30,32.18,EUR,
06.01.2020 00:30 - 06.01.2020 00:45,27.69,EUR,
06.01.2020 00:45 - 06.01.2020 01:00,15.43,EUR,
06.01.2020 01:00 - 06.01.2020 01:15,34,EUR,
06.01.2020 01:15 - 06.01.2020 01:30,29.18,EUR,
06.01.2020 01:30 - 06.01.2020 01:45,22.84,EUR,
06.01.2020 01:45 - 06.01.2020 02:00,15,EUR,
06.01.2020 02:00 - 06.01.2020 02:15,26.2,EUR,
06.01.2020 02:15 - 06.01.2020 02:30,25.84,EUR,
06.01.2020 02:30 - 06.01.2020 02:45,23.24,EUR,
06.01.2020 02:45 - 06.01.2020 03:00,22.7,EUR,
06.01.2020 03:00 - 06.01.2020 03:15,22.14,EUR,
06.01.2020 03:15 - 06.01.2020 03:30,21.55,EUR,
06.01.2020 03:30 - 06.01.2020 03:45,23.41,EUR,
06.01.2020 03:45 - 06.01.2020 04:00,24.81,EUR,
06.01.2020 04:00 - 06.01.2020 04:15,15.01,EUR,
06.01.2020 04:15 - 06.01.2020 04:30,19.43,EUR,
06.01.2020 04:30 - 06.01.2020 04:45,27.99,EUR,
06.01.2020 04:45 - 06.01.2020 05:00,32.81,EUR,
06.01.2020 05:00 - 06.01.2020 05:15,23,EUR,
06.01.2020 05:15 - 06.01.2020 05:30,18.5,EUR,
06.01.2020 05:30 - 06.01.2020 05:45,34.54,EUR,
06.01.2020 05:45 - 06.01.2020 06:00,47.76,EUR,
06.01.2020 06:00 - 06.01.2020 06:15,12.56,EUR,
06.01.2020 06:15 - 06.01.2020 06:30,29.17,EUR,
06.01.2020 06:30 - 06.01.2020 06:45,40.84,EUR,
06.01.2020 06:45 - 06.01.2020 07:00,52.44,EUR,
06.01.2020 07:00 - 06.01.2020 07:15,28.74,EUR,
06.01.2020 07:15 - 06.01.2020 07:30,41.5,EUR,
06.01.2020 07:30 - 06.01.2020 07:45,50.7,EUR,
06.01.2020 07:45 - 06.01.2020 08:00,59.84,EUR,
06.01.2020 08:00 - 06.01.2020 08:15,38.1,EUR,
06.01.2020 08:15 - 06.01.2020 08:30,42.69,EUR,
06.01.2020 08:30 - 06.01.2020 08:45,45.66,EUR,
06.01.2020 08:45 - 06.01.2020 09:00,46.51,EUR,
06.01.2020 09:00 - 06.01.2020 09:15,48.56,EUR,
06.01.2020 09:15 - 06.01.2020 09:30,45.24,EUR,
06.01.2020 09:30 - 06.01.2020 09:45,41.59,EUR,
06.01.2020 09:45 - 06.01.2020 10:00,38.6,EUR,
06.01.2020 10:00 - 06.01.2020 10:15,44.78,EUR,
06.01.2020 10:15 - 06.01.2020 10:30,41.99,EUR,
06.01.2020 10:30 - 06.01.2020 10:45,40.77,EUR,
06.01.2020 10:45 - 06.01.2020 11:00,38.66,EUR,
06.01.2020 11:00 - 06.01.2020 11:15,41.98,EUR,
06.01.2020 11:15 - 06.01.2020 11:30,41.62,EUR,
06.01.2020 11:30 - 06.01.2020 11:45,40.86,EUR,
06.01.2020 11:45 - 06.01.2020 12:00,41.59,EUR,
06.01.2020 12:00 - 06.01.2020 12:15,41.95,EUR,
06.01.2020 12:15 - 06.01.2020 12:30,40.11,EUR,
06.01.2020 12:30 - 06.01.2020 12:45,41,EUR,
06.01.2020 12:45 - 06.01.2020 13:00,42.9,EUR,
06.01.2020 13:00 - 06.01.2020 13:15,39.01,EUR,
06.01.2020 13:15 - 06.01.2020 13:30,39.77,EUR,
06.01.2020 13:30 - 06.01.2020 13:45,39.91,EUR,
06.01.2020 13:45 - 06.01.2020 14:00,41.26,EUR,
06.01.2020 14:00 - 06.01.2020 14:15,37.47,EUR,
06.01.2020 14:15 - 06.01.2020 14:30,39.6,EUR,
06.01.2020 14:30 - 06.01.2020 14:45,41.56,EUR,
06.01.2020 14:45 - 06.01.2020 15:00,46.2,EUR,
06.01.2020 15:00 - 06.01.2020 15:15,36.77,EUR,
06.01.2020 15:15 - 06.01.2020 15:30,43.88,EUR,
06.01.2020 15:30 - 06.01.2020 15:45,42.49,EUR,
06.01.2020 15:45 - 06.01.2020 16:00,47.54,EUR,
06.01.2020 16:00 - 06.01.2020 16:15,40.88,EUR,
06.01.2020 16:15 - 06.01.2020 16:30,42.86,EUR,
06.01.2020 16:30 - 06.01.2020 16:45,48.32,EUR,
06.01.2020 16:45 - 06.01.2020 17:00,49.9,EUR,
06.01.2020 17:00 - 06.01.2020 17:15,47.56,EUR,
06.01.2020 17:15 - 06.01.2020 17:30,47.22,EUR,
06.01.2020 17:30 - 06.01.2020 17:45,46.17,EUR,
06.01.2020 17:45 - 06.01.2020 18:00,49.03,EUR,
06.01.2020 18:00 - 06.01.2020 18:15,56.51,EUR,
06.01.2020 18:15 - 06.01.2020 18:30,47.82,EUR,
06.01.2020 18:30 - 06.01.2020 18:45,46.19,EUR,
06.01.2020 18:45 - 06.01.2020 19:00,43.46,EUR,
06.01.2020 19:00 - 06.01.2020 19:15,61.3,EUR,
06.01.2020 19:15 - 06.01.2020 19:30,48.26,EUR,
06.01.2020 19:30 - 06.01.2020 19:45,40.75,EUR,
06.01.2020 19:45 - 06.01.2020 20:00,31.68,EUR,
06.01.2020 20:00 - 06.01.2020 20:15,65.47,EUR,
06.01.2020 20:15 - 06.01.2020 20:30,47.09,EUR,
06.01.2020 20:30 - 06.01.2020 20:45,33.7,EUR,
06.01.2020 20:45 - 06.01.2020 21:00,25.83,EUR,
06.01.2020 21:00 - 06.01.2020 21:15,45.95,EUR,
06.01.2020 21:15 - 06.01.2020 21:30,40,EUR,
06.01.2020 21:30 - 06.01.2020 21:45,32.19,EUR,
06.01.2020 21:45 - 06.01.2020 22:00,27.83,EUR,
06.01.2020 22:00 - 06.01.2020 22:15,51.74,EUR,
06.01.2020 22:15 - 06.01.2020 22:30,37.36,EUR,
06.01.2020 22:30 - 06.01.2020 22:45,30.76,EUR,
06.01.2020 22:45 - 06.01.2020 23:00,19.42,EUR,
06.01.2020 23:00 - 06.01.2020 23:15,40.63,EUR,
06.01.2020 23:15 - 06.01.2020 23:30,33.77,EUR,
06.01.2020 23:30 - 06.01.2020 23:45,29.72,EUR,
06.01.2020 23:45 - 07.01.2020 00:00,16.28,EUR,
07.01.2020 00:00 - 07.01.2020 00:15,39.57,EUR,
07.01.2020 00:15 - 07.01.2020 00:30,34.63,EUR,
07.01.2020 00:30 - 07.01.2020 00:45,25,EUR,
07.01.2020 00:45 - 07.01.2020 01:00,15.1,EUR,
07.01.2020 01:00 - 07.01.2020 01:15,31.72,EUR,
07.01.2020 01:15 - 07.01.2020 01:30,29.21,EUR,
07.01.2020 01:30 - 07.01.2020 01:45,25,EUR,
07.01.2020 01:45 - 07.01.2020 02:00,21.09,EUR,
07.01.2020 02:00 - 07.01.2020 02:15,26.65,EUR,
07.01.2020 02:15 - 07.01.2020 02:30,22.43,EUR,
07.01.2020 02:30 - 07.01.2020 02:45,26.29,EUR,
07.01.2020 02:45 - 07.01.2020 03:00,24.15,EUR,
07.01.2020 03:00 - 07.01.2020 03:15,26.06,EUR,
07.01.2020 03:15 - 07.01.2020 03:30,25.3,EUR,
07.01.2020 03:30 - 07.01.2020 03:45,25.72,EUR,
07.01.2020 03:45 - 07.01.2020 04:00,23.02,EUR,
07.01.2020 04:00 - 07.01.2020 04:15,24.78,EUR,
07.01.2020 04:15 - 07.01.2020 04:30,23.14,EUR,
07.01.2020 04:30 - 07.01.2020 04:45,24.72,EUR,
07.01.2020 04:45 - 07.01.2020 05:00,30.59,EUR,
07.01.2020 05:00 - 07.01.2020 05:15,16.92,EUR,
07.01.2020 05:15 - 07.01.2020 05:30,16.18,EUR,
07.01.2020 05:30 - 07.01.2020 05:45,31.52,EUR,
07.01.2020 05:45 - 07.01.2020 06:00,45.88,EUR,
07.01.2020 06:00 - 07.01.2020 06:15,10.12,EUR,
07.01.2020 06:15 - 07.01.2020 06:30,27.31,EUR,
07.01.2020 06:30 - 07.01.2020 06:45,42.26,EUR,
07.01.2020 06:45 - 07.01.2020 07:00,50.7,EUR,
07.01.2020 07:00 - 07.01.2020 07:15,29.55,EUR,
07.01.2020 07:15 - 07.01.2020 07:30,39.61,EUR,
07.01.2020 07:30 - 07.01.2020 07:45,49.34,EUR,
07.01.2020 07:45 - 07.01.2020 08:00,55.97,EUR,
07.01.2020 08:00 - 07.01.2020 08:15,43.48,EUR,
07.01.2020 08:15 - 07.01.2020 08:30,46.43,EUR,
07.01.2020 08:30 - 07.01.2020 08:45,47.89,EUR,
07.01.2020 08:45 - 07.01.2020 09:00,51.97,EUR,
07.01.2020 09:00 - 07.01.2020 09:15,50.38,EUR,
07.01.2020 09:15 - 07.01.2020 09:30,46.75,EUR,
07.01.2020 09:30 - 07.01.2020 09:45,45.89,EUR,
07.01.2020 09:45 - 07.01.2020 10:00,46.1,EUR,
07.01.2020 10:00 - 07.01.2020 10:15,48.47,EUR,
07.01.2020 10:15 - 07.01.2020 10:30,44.63,EUR,
07.01.2020 10:30 - 07.01.2020 10:45,44.68,EUR,
07.01.2020 10:45 - 07.01.2020 11:00,45.76,EUR,
07.01.2020 11:00 - 07.01.2020 11:15,45.69,EUR,
07.01.2020 11:15 - 07.01.2020 11:30,46.35,EUR,
07.01.2020 11:30 - 07.01.2020 11:45,47.74,EUR,
07.01.2020 11:45 - 07.01.2020 12:00,46.82,EUR,
07.01.2020 12:00 - 07.01.2020 12:15,46.58,EUR,
07.01.2020 12:15 - 07.01.2020 12:30,42.32,EUR,
07.01.2020 12:30 - 07.01.2020 12:45,44.84,EUR,
07.01.2020 12:45 - 07.01.2020 13:00,47.48,EUR,
07.01.2020 13:00 - 07.01.2020 13:15,45.52,EUR,
07.01.2020 13:15 - 07.01.2020 13:30,45.01,EUR,
07.01.2020 13:30 - 07.01.2020 13:45,43.43,EUR,
07.01.2020 13:45 - 07.01.2020 14:00,45.25,EUR,
07.01.2020 14:00 - 07.01.2020 14:15,41.48,EUR,
07.01.2020 14:15 - 07.01.2020 14:30,43.08,EUR,
07.01.2020 14:30 - 07.01.2020 14:45,45.48,EUR,
07.01.2020 14:45 - 07.01.2020 15:00,48.17,EUR,
07.01.2020 15:00 - 07.01.2020 15:15,44.13,EUR,
07.01.2020 15:15 - 07.01.2020 15:30,45.61,EUR,
07.01.2020 15:30 - 07.01.2020 15:45,47.14,EUR,
07.01.2020 15:45 - 07.01.2020 16:00,48.28,EUR,
07.01.2020 16:00 - 07.01.2020 16:15,44.78,EUR,
07.01.2020 16:15 - 07.01.2020 16:30,45.03,EUR,
07.01.2020 16:30 - 07.01.2020 16:45,47.03,EUR,
07.01.2020 16:45 - 07.01.2020 17:00,49.33,EUR,
07.01.2020 17:00 - 07.01.2020 17:15,47.84,EUR,
07.01.2020 17:15 - 07.01.2020 17:30,46.8,EUR,
07.01.2020 17:30 - 07.01.2020 17:45,46.11,EUR,
07.01.2020 17:45 - 07.01.2020 18:00,45.55,EUR,
07.01.2020 18:00 - 07.01.2020 18:15,50.38,EUR,
07.01.2020 18:15 - 07.01.2020 18:30,43.71,EUR,
07.01.2020 18:30 - 07.01.2020 18:45,42.4,EUR,
07.01.2020 18:45 - 07.01.2020 19:00,40.4,EUR,
07.01.2020 19:00 - 07.01.2020 19:15,52.39,EUR,
07.01.2020 19:15 - 07.01.2020 19:30,40.29,EUR,
07.01.2020 19:30 - 07.01.2020 19:45,34.65,EUR,
07.01.2020 19:45 - 07.01.2020 20:00,28.85,EUR,
07.01.2020 20:00 - 07.01.2020 20:15,55.63,EUR,
07.01.2020 20:15 - 07.01.2020 20:30,37.78,EUR,
07.01.2020 20:30 - 07.01.2020 20:45,28.57,EUR,
07.01.2020 20:45 - 07.01.2020 21:00,18.05,EUR,
07.01.2020 21:00 - 07.01.2020 21:15,40.45,EUR,
07.01.2020 21:15 - 07.01.2020 21:30,36.27,EUR,
07.01.2020 21:30 - 07.01.2020 21:45,24.61,EUR,
07.01.2020 21:45 - 07.01.2020 22:00,12.93,EUR,
07.01.2020 22:00 - 07.01.2020 22:15,42.15,EUR,
07.01.2020 22:15 - 07.01.2020 22:30,29.99,EUR,
07.01.2020 22:30 - 07.01.2020 22:45,19.7,EUR,
07.01.2020 22:45 - 07.01.2020 23:00,8.27,EUR,
07.01.2020 23:00 - 07.01.2020 23:15,37.21,EUR,
07.01.2020 23:15 - 07.01.2020 23:30,28.31,EUR,
07.01.2020 23:30 - 07.01.2020 23:45,15.38,EUR,
07.01.2020 23:45 - 08.01.2020 00:00,-1.66,EUR,
08.01.2020 00:00 - 08.01.2020 00:15,29,EUR,
08.01.2020 00:15 - 08.01.2020 00:30,19.61,EUR,
08.01.2020 00:30 - 08.01.2020 00:45,12.07,EUR,
08.01.2020 00:45 - 08.01.2020 01:00,1.2,EUR,
08.01.2020 01:00 - 08.01.2020 01:15,19.7,EUR,
08.01.2020 01:15 - 08.01.2020 01:30,13,EUR,
08.01.2020 01:30 - 08.01.2020 01:45,7.6,EUR,
08.01.2020 01:45 - 08.01.2020 02:00,3.3,EUR,
08.01.2020 02:00 - 08.01.2020 02:15,0.84,EUR,
08.01.2020 02:15 - 08.01.2020 02:30,1.2,EUR,
08.01.2020 02:30 - 08.01.2020 02:45,2.6,EUR,
08.01.2020 02:45 - 08.01.2020 03:00,3.35,EUR,
08.01.2020 03:00 - 08.01.2020 03:15,-0.21,EUR,
08.01.2020 03:15 - 08.01.2020 03:30,-0.15,EUR,
08.01.2020 03:30 - 08.01.2020 03:45,4.61,EUR,
08.01.2020 03:45 - 08.01.2020 04:00,2.57,EUR,
08.01.2020 04:00 - 08.01.2020 04:15,-5,EUR,
08.01.2020 04:15 - 08.01.2020 04:30,-1.68,EUR,
08.01.2020 04:30 - 08.01.2020 04:45,9.5,EUR,
08.01.2020 04:45 - 08.01.2020 05:00,13.88,EUR,
08.01.2020 05:00 - 08.01.2020 05:15,2.13,EUR,
08.01.2020 05:15 - 08.01.2020 05:30,5.81,EUR,
08.01.2020 05:30 - 08.01.2020 05:45,18,EUR,
08.01.2020 05:45 - 08.01.2020 06:00,34.35,EUR,
08.01.2020 06:00 - 08.01.2020 06:15,0.25,EUR,
08.01.2020 06:15 - 08.01.2020 06:30,23.05,EUR,
08.01.2020 06:30 - 08.01.2020 06:45,34.46,EUR,
08.01.2020 06:45 - 08.01.2020 07:00,42.2,EUR,
08.01.2020 07:00 - 08.01.2020 07:15,20.78,EUR,
08.01.2020 07:15 - 08.01.2020 07:30,33.84,EUR,
08.01.2020 07:30 - 08.01.2020 07:45,43.38,EUR,
08.01.2020 07:45 - 08.01.2020 08:00,48,EUR,
08.01.2020 08:00 - 08.01.2020 08:15,32.27,EUR,
08.01.2020 08:15 - 08.01.2020 08:30,35.6,EUR,
08.01.2020 08:30 - 08.01.2020 08:45,39.2,EUR,
08.01.2020 08:45 - 08.01.2020 09:00,39.13,EUR,
08.01.2020 09:00 - 08.01.2020 09:15,36.05,EUR,
08.01.2020 09:15 - 08.01.2020 09:30,37.36,EUR,
08.01.2020 09:30 - 08.01.2020 09:45,37.88,EUR,
08.01.2020 09:45 - 08.01.2020 10:00,40.67,EUR,
08.01.2020 10:00 - 08.01.2020 10:15,38.69,EUR,
08.01.2020 10:15 - 08.01.2020 10:30,38,EUR,
08.01.2020 10:30 - 08.01.2020 10:45,40.72,EUR,
08.01.2020 10:45 - 08.01.2020 11:00,41.05,EUR,
08.01.2020 11:00 - 08.01.2020 11:15,36.99,EUR,
08.01.2020 11:15 - 08.01.2020 11:30,40.5,EUR,
08.01.2020 11:30 - 08.01.2020 11:45,45.49,EUR,
08.01.2020 11:45 - 08.01.2020 12:00,44.23,EUR,
08.01.2020 12:00 - 08.01.2020 12:15,38.38,EUR,
08.01.2020 12:15 - 08.01.2020 12:30,38.02,EUR,
08.01.2020 12:30 - 08.01.2020 12:45,42.74,EUR,
08.01.2020 12:45 - 08.01.2020 13:00,44.86,EUR,
08.01.2020 13:00 - 08.01.2020 13:15,37.09,EUR,
08.01.2020 13:15 - 08.01.2020 13:30,42.06,EUR,
08.01.2020 13:30 - 08.01.2020 13:45,42.88,EUR,
08.01.2020 13:45 - 08.01.2020 14:00,45.97,EUR,
08.01.2020 14:00 - 08.01.2020 14:15,36.24,EUR,
08.01.2020 14:15 - 08.01.2020 14:30,43.72,EUR,
08.01.2020 14:30 - 08.01.2020 14:45,45.85,EUR,
08.01.2020 14:45 - 08.01.2020 15:00,53.8,EUR,
08.01.2020 15:00 - 08.01.2020 15:15,40,EUR,
08.01.2020 15:15 - 08.01.2020 15:30,46.42,EUR,
08.01.2020 15:30 - 08.01.2020 15:45,47.1,EUR,
08.01.2020 15:45 - 08.01.2020 16:00,52.81,EUR,
08.01.2020 16:00 - 08.01.2020 16:15,41.53,EUR,
08.01.2020 16:15 - 08.01.2020 16:30,48.73,EUR,
08.01.2020 16:30 - 08.01.2020 16:45,49.69,EUR,
08.01.2020 16:45 - 08.01.2020 17:00,54.05,EUR,
08.01.2020 17:00 - 08.01.2020 17:15,45.96,EUR,
08.01.2020 17:15 - 08.01.2020 17:30,51.42,EUR,
08.01.2020 17:30 - 08.01.2020 17:45,56.02,EUR,
08.01.2020 17:45 - 08.01.2020 18:00,54.19,EUR,
08.01.2020 18:00 - 08.01.2020 18:15,50.84,EUR,
08.01.2020 18:15 - 08.01.2020 18:30,52,EUR,
08.01.2020 18:30 - 08.01.2020 18:45,54.97,EUR,
08.01.2020 18:45 - 08.01.2020 19:00,53.58,EUR,
08.01.2020 19:00 - 08.01.2020 19:15,57.28,EUR,
08.01.2020 19:15 - 08.01.2020 19:30,51.52,EUR,
08.01.2020 19:30 - 08.01.2020 19:45,55.02,EUR,
08.01.2020 19:45 - 08.01.2020 20:00,41.68,EUR,
08.01.2020 20:00 - 08.01.2020 20:15,59.74,EUR,
08.01.2020 20:15 - 08.01.2020 20:30,49.23,EUR,
08.01.2020 20:30 - 08.01.2020 20:45,47.87,EUR,
08.01.2020 20:45 - 08.01.2020 21:00,34.97,EUR,
08.01.2020 21:00 - 08.01.2020 21:15,48.74,EUR,
08.01.2020 21:15 - 08.01.2020 21:30,46.45,EUR,
08.01.2020 21:30 - 08.01.2020 21:45,44.37,EUR,
08.01.2020 21:45 - 08.01.2020 22:00,33.24,EUR,
08.01.2020 22:00 - 08.01.2020 22:15,53.05,EUR,
08.01.2020 22:15 - 08.01.2020 22:30,41.11,EUR,
08.01.2020 22:30 - 08.01.2020 22:45,38.45,EUR,
08.01.2020 22:45 - 08.01.2020 23:00,29.8,EUR,
08.01.2020 23:00 - 08.01.2020 23:15,46.36,EUR,
08.01.2020 23:15 - 08.01.2020 23:30,40.32,EUR,
08.01.2020 23:30 - 08.01.2020 23:45,37.68,EUR,
08.01.2020 23:45 - 09.01.2020 00:00,28.62,EUR,
09.01.2020 00:00 - 09.01.2020 00:15,43.36,EUR,
09.01.2020 00:15 - 09.01.2020 00:30,39.11,EUR,
09.01.2020 00:30 - 09.01.2020 00:45,38.93,EUR,
09.01.2020 00:45 - 09.01.2020 01:00,28.59,EUR,
09.01.2020 01:00 - 09.01.2020 01:15,41.63,EUR,
09.01.2020 01:15 - 09.01.2020 01:30,37.09,EUR,
09.01.2020 01:30 - 09.01.2020 01:45,34.89,EUR,
09.01.2020 01:45 - 09.01.2020 02:00,30.02,EUR,
09.01.2020 02:00 - 09.01.2020 02:15,35.92,EUR,
09.01.2020 02:15 - 09.01.2020 02:30,33.98,EUR,
09.01.2020 02:30 - 09.01.2020 02:45,34.34,EUR,
09.01.2020 02:45 - 09.01.2020 03:00,31.77,EUR,
09.01.2020 03:00 - 09.01.2020 03:15,29.9,EUR,
09.01.2020 03:15 - 09.01.2020 03:30,33.38,EUR,
09.01.2020 03:30 - 09.01.2020 03:45,33.67,EUR,
09.01.2020 03:45 - 09.01.2020 04:00,34.81,EUR,
09.01.2020 04:00 - 09.01.2020 04:15,23.43,EUR,
09.01.2020 04:15 - 09.01.2020 04:30,32.54,EUR,
09.01.2020 04:30 - 09.01.2020 04:45,36.28,EUR,
09.01.2020 04:45 - 09.01.2020 05:00,40.13,EUR,
09.01.2020 05:00 - 09.01.2020 05:15,27.35,EUR,
09.01.2020 05:15 - 09.01.2020 05:30,30,EUR,
09.01.2020 05:30 - 09.01.2020 05:45,37.13,EUR,
09.01.2020 05:45 - 09.01.2020 06:00,45.76,EUR,
09.01.2020 06:00 - 09.01.2020 06:15,25.46,EUR,
09.01.2020 06:15 - 09.01.2020 06:30,39.95,EUR,
09.01.2020 06:30 - 09.01.2020 06:45,46.77,EUR,
09.01.2020 06:45 - 09.01.2020 07:00,49.96,EUR,
09.01.2020 07:00 - 09.01.2020 07:15,44.89,EUR,
09.01.2020 07:15 - 09.01.2020 07:30,50.66,EUR,
09.01.2020 07:30 - 09.01.2020 07:45,47.77,EUR,
09.01.2020 07:45 - 09.01.2020 08:00,47.76,EUR,
09.01.2020 08:00 - 09.01.2020 08:15,56.41,EUR,
09.01.2020 08:15 - 09.01.2020 08:30,53.82,EUR,
09.01.2020 08:30 - 09.01.2020 08:45,43.45,EUR,
09.01.2020 08:45 - 09.01.2020 09:00,38.73,EUR,
09.01.2020 09:00 - 09.01.2020 09:15,52.16,EUR,
09.01.2020 09:15 - 09.01.2020 09:30,47.67,EUR,
09.01.2020 09:30 - 09.01.2020 09:45,42.28,EUR,
09.01.2020 09:45 - 09.01.2020 10:00,39.03,EUR,
09.01.2020 10:00 - 09.01.2020 10:15,49.21,EUR,
09.01.2020 10:15 - 09.01.2020 10:30,39.91,EUR,
09.01.2020 10:30 - 09.01.2020 10:45,39.1,EUR,
09.01.2020 10:45 - 09.01.2020 11:00,35.77,EUR,
09.01.2020 11:00 - 09.01.2020 11:15,41.75,EUR,
09.01.2020 11:15 - 09.01.2020 11:30,40.67,EUR,
09.01.2020 11:30 - 09.01.2020 11:45,37.27,EUR,
09.01.2020 11:45 - 09.01.2020 12:00,32.31,EUR,
09.01.2020 12:00 - 09.01.2020 12:15,41.81,EUR,
09.01.2020 12:15 - 09.01.2020 12:30,35.14,EUR,
09.01.2020 12:30 - 09.01.2020 12:45,34.61,EUR,
09.01.2020 12:45 - 09.01.2020 13:00,33.47,EUR,
09.01.2020 13:00 - 09.01.2020 13:15,40.08,EUR,
09.01.2020 13:15 - 09.01.2020 13:30,36.62,EUR,
09.01.2020 13:30 - 09.01.2020 13:45,33.16,EUR,
09.01.2020 13:45 - 09.01.2020 14:00,31.14,EUR,
09.01.2020 14:00 - 09.01.2020 14:15,35.28,EUR,
09.01.2020 14:15 - 09.01.2020 14:30,36.15,EUR,
09.01.2020 14:30 - 09.01.2020 14:45,34.37,EUR,
09.01.2020 14:45 - 09.01.2020 15:00,34.6,EUR,
09.01.2020 15:00 - 09.01.2020 15:15,34.11,EUR,
09.01.2020 15:15 - 09.01.2020 15:30,34.92,EUR,
09.01.2020 15:30 - 09.01.2020 15:45,34.35,EUR,
09.01.2020 15:45 - 09.01.2020 16:00,36.09,EUR,
09.01.2020 16:00 - 09.01.2020 16:15,29.85,EUR,
09.01.2020 16:15 - 09.01.2020 16:30,32.79,EUR,
09.01.2020 16:30 - 09.01.2020 16:45,35.18,EUR,
09.01.2020 16:45 - 09.01.2020 17:00,43.42,EUR,
09.01.2020 17:00 - 09.01.2020 17:15,33.75,EUR,
09.01.2020 17:15 - 09.01.2020 17:30,36.3,EUR,
09.01.2020 17:30 - 09.01.2020 17:45,41.27,EUR,
