"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"29.10.2018 03:15 - 29.10.2018 03:30","0","0","","4668","4511","","16936","16418",""
"29.10.2018 03:30 - 29.10.2018 03:45","0","0","","4686","4657","","16830","16406",""
"29.10.2018 03:45 - 29.10.2018 04:00","0","0","","4711","4939","","16708","16285",""
"29.10.2018 04:00 - 29.10.2018 04:15","0","0","","4728","4854","","16609","15947",""
"29.10.2018 04:15 - 29.10.2018 04:30","0","0","","4741","4564","","16589","15688",""
"29.10.2018 04:30 - 29.10.2018 04:45","0","0","","4754","4492","","16563","15638",""
"29.10.2018 04:45 - 29.10.2018 05:00","0","0","","4766","4796","","16552","15735",""
"29.10.2018 05:00 - 29.10.2018 05:15","0","0","","4779","4987","","16547","15874",""
"29.10.2018 05:15 - 29.10.2018 05:30","0","0","","4794","4909","","16634","15961",""
"29.10.2018 05:30 - 29.10.2018 05:45","0","0","","4810","4891","","16725","15965",""
"29.10.2018 05:45 - 29.10.2018 06:00","0","0","","4825","4920","","16808","16001",""
"29.10.2018 06:00 - 29.10.2018 06:15","0","0","","4833","5007","","17150","16101",""
"29.10.2018 06:15 - 29.10.2018 06:30","0","0","","4846","5141","","17264","15957",""
"29.10.2018 06:30 - 29.10.2018 06:45","0","0","","4857","5254","","17381","15795",""
"29.10.2018 06:45 - 29.10.2018 07:00","1","1","","4864","5308","","17484","15645",""
"29.10.2018 07:00 - 29.10.2018 07:15","50","47","","4884","5292","","17560","15537",""
"29.10.2018 07:15 - 29.10.2018 07:30","135","121","","4905","5245","","17606","15633",""
"29.10.2018 07:30 - 29.10.2018 07:45","299","270","","4926","5198","","17656","15885",""
"29.10.2018 07:45 - 29.10.2018 08:00","492","455","","4948","5195","","17714","15937",""
"29.10.2018 08:00 - 29.10.2018 08:15","710","673","","4962","5200","","17837","16020",""
"29.10.2018 08:15 - 29.10.2018 08:30","973","943","","4970","5193","","17952","16103",""
"29.10.2018 08:30 - 29.10.2018 08:45","1266","1238","","4979","5190","","18078","16198",""
"29.10.2018 08:45 - 29.10.2018 09:00","1560","1529","","4987","5184","","18226","16296",""
"29.10.2018 09:00 - 29.10.2018 09:15","1854","1813","","4995","5181","","18372","16385",""
"29.10.2018 09:15 - 29.10.2018 09:30","2138","2092","","5003","5183","","18573","16540",""
"29.10.2018 09:30 - 29.10.2018 09:45","2429","2375","","5010","5178","","18776","16729",""
"29.10.2018 09:45 - 29.10.2018 10:00","2706","2646","","5015","5179","","18992","16932",""
"29.10.2018 10:00 - 29.10.2018 10:15","2963","2894","","5018","5180","","19206","17095",""
"29.10.2018 10:15 - 29.10.2018 10:30","3208","3120","","5028","5190","","19436","17376",""
"29.10.2018 10:30 - 29.10.2018 10:45","3470","3374","","5032","5200","","19677","17682",""
"29.10.2018 10:45 - 29.10.2018 11:00","3643","3541","","5040","5209","","19896","17958",""
"29.10.2018 11:00 - 29.10.2018 11:15","3779","3672","","5047","5219","","20095","18202",""
"29.10.2018 11:15 - 29.10.2018 11:30","3880","3763","","5058","5233","","20282","18390",""
"29.10.2018 11:30 - 29.10.2018 11:45","3951","3813","","5068","5242","","20475","18590",""
"29.10.2018 11:45 - 29.10.2018 12:00","3965","3811","","5078","5260","","20687","18779",""
"29.10.2018 12:00 - 29.10.2018 12:15","3960","3793","","5046","5270","","20846","19070",""
"29.10.2018 12:15 - 29.10.2018 12:30","3921","3766","","5052","5279","","21021","19178",""
"29.10.2018 12:30 - 29.10.2018 12:45","3852","3742","","5055","5277","","21206","19310",""
"29.10.2018 12:45 - 29.10.2018 13:00","3755","3700","","5063","5277","","21346","19432",""
"29.10.2018 13:00 - 29.10.2018 13:15","3631","3630","","5066","5284","","21437","19524",""
"29.10.2018 13:15 - 29.10.2018 13:30","3478","3516","","5069","5286","","21498","19571",""
"29.10.2018 13:30 - 29.10.2018 13:45","3296","3355","","5071","5294","","21603","19605",""
"29.10.2018 13:45 - 29.10.2018 14:00","3087","3158","","5075","5303","","21741","19644",""
"29.10.2018 14:00 - 29.10.2018 14:15","2870","2940","","5079","5006","","21869","19740",""
"29.10.2018 14:15 - 29.10.2018 14:30","2616","2680","","5079","5011","","21940","19856",""
"29.10.2018 14:30 - 29.10.2018 14:45","2336","2388","","5081","5014","","22009","19988",""
"29.10.2018 14:45 - 29.10.2018 15:00","2028","2072","","5086","5012","","22065","20120",""
"29.10.2018 15:00 - 29.10.2018 15:15","1711","1755","","5086","5018","","22127","20233",""
"29.10.2018 15:15 - 29.10.2018 15:30","1396","1437","","5087","5018","","22205","20283",""
"29.10.2018 15:30 - 29.10.2018 15:45","1090","1124","","5089","5020","","22272","20310",""
"29.10.2018 15:45 - 29.10.2018 16:00","810","833","","5092","5023","","22336","20334",""
"29.10.2018 16:00 - 29.10.2018 16:15","557","571","","5091","5027","","22430","20383",""
"29.10.2018 16:15 - 29.10.2018 16:30","337","343","","5090","5032","","22526","20485",""
"29.10.2018 16:30 - 29.10.2018 16:45","169","172","","5091","5035","","22619","20591",""
"29.10.2018 16:45 - 29.10.2018 17:00","61","65","","5091","5039","","22706","20728",""
"29.10.2018 17:00 - 29.10.2018 17:15","8","10","","5090","5043","","22793","20882",""
"29.10.2018 17:15 - 29.10.2018 17:30","0","0","","5092","5045","","22820","21024",""
"29.10.2018 17:30 - 29.10.2018 17:45","0","0","","5090","5052","","22855","21151",""
"29.10.2018 17:45 - 29.10.2018 18:00","0","0","","5088","5053","","22912","21276",""
"29.10.2018 18:00 - 29.10.2018 18:15","0","0","","5090","5056","","22966","21406",""
"29.10.2018 18:15 - 29.10.2018 18:30","0","0","","5091","5058","","22991","21562",""
"29.10.2018 18:30 - 29.10.2018 18:45","0","0","","5092","5060","","23015","21726",""
"29.10.2018 18:45 - 29.10.2018 19:00","0","0","","5093","5058","","23036","21895",""
"29.10.2018 19:00 - 29.10.2018 19:15","0","0","","5093","5060","","23067","22055",""
"29.10.2018 19:15 - 29.10.2018 19:30","0","0","","5092","5064","","23086","22173",""
"29.10.2018 19:30 - 29.10.2018 19:45","0","0","","5091","5066","","23100","22297",""
"29.10.2018 19:45 - 29.10.2018 20:00","0","0","","5089","5070","","23108","22426",""
"29.10.2018 20:00 - 29.10.2018 20:15","0","0","","5092","5074","","23123","22514",""
"29.10.2018 20:15 - 29.10.2018 20:30","0","0","","5089","5075","","23118","22586",""
"29.10.2018 20:30 - 29.10.2018 20:45","0","0","","5087","5075","","23110","22651",""
"29.10.2018 20:45 - 29.10.2018 21:00","0","0","","5083","5079","","23101","22707",""
"29.10.2018 21:00 - 29.10.2018 21:15","0","0","","5079","5079","","23087","22773",""
"29.10.2018 21:15 - 29.10.2018 21:30","0","0","","5077","5077","","23075","22823",""
"29.10.2018 21:30 - 29.10.2018 21:45","0","0","","4979","5075","","23050","22880",""
"29.10.2018 21:45 - 29.10.2018 22:00","0","0","","4977","5075","","23040","22948",""
"29.10.2018 22:00 - 29.10.2018 22:15","0","0","","4975","4932","","22602","22453",""
"29.10.2018 22:15 - 29.10.2018 22:30","0","0","","4978","4937","","22463","22570",""
"29.10.2018 22:30 - 29.10.2018 22:45","0","0","","4980","4942","","22324","22683",""
"29.10.2018 22:45 - 29.10.2018 23:00","0","0","","4982","4945","","22186","22798",""
"29.10.2018 23:00 - 29.10.2018 23:15","0","0","","4984","4950","","22054","22905",""
"29.10.2018 23:15 - 29.10.2018 23:30","0","0","","4985","4954","","21953","23030",""
"29.10.2018 23:30 - 29.10.2018 23:45","0","0","","4986","4960","","21863","23156",""
"29.10.2018 23:45 - 30.10.2018 00:00","0","0","","4986","4969","","21786","23296",""
"30.10.2018 00:00 - 30.10.2018 00:15","0","0","","4721","4980","","22414","21921",""
"30.10.2018 00:15 - 30.10.2018 00:30","0","0","","4734","4974","","22593","21873",""
"30.10.2018 00:30 - 30.10.2018 00:45","0","0","","4746","5025","","22769","21771",""
"30.10.2018 00:45 - 30.10.2018 01:00","0","0","","4759","5044","","22954","21794",""
"30.10.2018 01:00 - 30.10.2018 01:15","0","0","","4771","5018","","23109","22051",""
"30.10.2018 01:15 - 30.10.2018 01:30","0","0","","4784","4993","","23093","22157",""
"30.10.2018 01:30 - 30.10.2018 01:45","0","0","","4798","4944","","23084","22123",""
"30.10.2018 01:45 - 30.10.2018 02:00","0","0","","4810","4970","","23116","21940",""
"30.10.2018 02:00 - 30.10.2018 02:15","0","0","","4825","4891","","23013","21848",""
"30.10.2018 02:15 - 30.10.2018 02:30","0","0","","4832","4854","","23034","21731",""
"30.10.2018 02:30 - 30.10.2018 02:45","0","0","","4840","4645","","23050","21335",""
"30.10.2018 02:45 - 30.10.2018 03:00","0","0","","4845","4760","","23032","20995",""
"30.10.2018 03:00 - 30.10.2018 03:15","0","0","","4852","4642","","23025","20789",""
"30.10.2018 03:15 - 30.10.2018 03:30","0","0","","4859","4669","","23068","20775",""
"30.10.2018 03:30 - 30.10.2018 03:45","0","0","","4864","4687","","23112","20601",""
"30.10.2018 03:45 - 30.10.2018 04:00","0","0","","4871","4696","","23152","20641",""
"30.10.2018 04:00 - 30.10.2018 04:15","0","0","","4874","4707","","23183","20787",""
"30.10.2018 04:15 - 30.10.2018 04:30","0","0","","4874","4672","","23303","21027",""
"30.10.2018 04:30 - 30.10.2018 04:45","0","0","","4876","4680","","23427","21382",""
"30.10.2018 04:45 - 30.10.2018 05:00","0","0","","4877","4697","","23564","21495",""
"30.10.2018 05:00 - 30.10.2018 05:15","0","0","","4881","4706","","23703","21776",""
"30.10.2018 05:15 - 30.10.2018 05:30","0","0","","4884","4659","","23914","22207",""
"30.10.2018 05:30 - 30.10.2018 05:45","0","0","","4892","4649","","24112","22469",""
"30.10.2018 05:45 - 30.10.2018 06:00","0","0","","4896","4659","","24304","22580",""
"30.10.2018 06:00 - 30.10.2018 06:15","0","0","","4898","4691","","24952","22992",""
"30.10.2018 06:15 - 30.10.2018 06:30","0","0","","4895","4658","","25135","23020",""
"30.10.2018 06:30 - 30.10.2018 06:45","0","0","","4894","4657","","25333","22747",""
"30.10.2018 06:45 - 30.10.2018 07:00","2","1","","4893","4679","","25536","23034",""
"30.10.2018 07:00 - 30.10.2018 07:15","87","65","","4891","4678","","25741","23137",""
"30.10.2018 07:15 - 30.10.2018 07:30","415","302","","4875","4630","","25813","23395",""
"30.10.2018 07:30 - 30.10.2018 07:45","1012","752","","4861","4623","","25851","23769",""
"30.10.2018 07:45 - 30.10.2018 08:00","1686","1343","","4846","4628","","25849","23946",""
"30.10.2018 08:00 - 30.10.2018 08:15","2437","2064","","4828","4629","","25786","24114",""
"30.10.2018 08:15 - 30.10.2018 08:30","3271","2873","","4808","4622","","25796","24336",""
"30.10.2018 08:30 - 30.10.2018 08:45","4170","3730","","4784","4617","","25823","24547",""
"30.10.2018 08:45 - 30.10.2018 09:00","5044","4559","","4765","4610","","25856","24729",""
"30.10.2018 09:00 - 30.10.2018 09:15","5893","5388","","4736","4591","","25986","24913",""
"30.10.2018 09:15 - 30.10.2018 09:30","6687","6169","","4696","4559","","26285","25240",""
"30.10.2018 09:30 - 30.10.2018 09:45","7447","6914","","4659","4529","","26612","25570",""
"30.10.2018 09:45 - 30.10.2018 10:00","8146","7601","","4619","4503","","26957","25885",""
"30.10.2018 10:00 - 30.10.2018 10:15","8778","8244","","4565","4439","","27362","26217",""
"30.10.2018 10:15 - 30.10.2018 10:30","9348","8793","","4459","4330","","27627","26594",""
"30.10.2018 10:30 - 30.10.2018 10:45","9897","9323","","4355","4220","","27875","26955",""
"30.10.2018 10:45 - 30.10.2018 11:00","10234","9638","","4251","4107","","28152","27309",""
"30.10.2018 11:00 - 30.10.2018 11:15","10485","9879","","4166","4004","","28407","27634",""
"30.10.2018 11:15 - 30.10.2018 11:30","10641","10030","","4086","3874","","28672","27848",""
"30.10.2018 11:30 - 30.10.2018 11:45","10661","10029","","4007","3748","","28926","28060",""
"30.10.2018 11:45 - 30.10.2018 12:00","10577","9915","","3928","3625","","29139","28258",""
"30.10.2018 12:00 - 30.10.2018 12:15","10420","9723","","3898","3557","","29411","28546",""
"30.10.2018 12:15 - 30.10.2018 12:30","10136","9414","","4089","3588","","29569","28690",""
"30.10.2018 12:30 - 30.10.2018 12:45","9762","9017","","4148","3618","","29686","28829",""
"30.10.2018 12:45 - 30.10.2018 13:00","9320","8549","","4213","3647","","29777","28938",""
"30.10.2018 13:00 - 30.10.2018 13:15","8819","8035","","4257","3690","","29823","29032",""
"30.10.2018 13:15 - 30.10.2018 13:30","8258","7479","","4297","3790","","29822","29155",""
"30.10.2018 13:30 - 30.10.2018 13:45","7652","6887","","4336","3879","","29858","29273",""
"30.10.2018 13:45 - 30.10.2018 14:00","6978","6239","","4380","3977","","29878","29389",""
"30.10.2018 14:00 - 30.10.2018 14:15","6243","5558","","4424","4180","","29913","29639",""
"30.10.2018 14:15 - 30.10.2018 14:30","5507","4890","","4468","4227","","29895","29743",""
"30.10.2018 14:30 - 30.10.2018 14:45","4787","4241","","4511","4273","","29871","29856",""
"30.10.2018 14:45 - 30.10.2018 15:00","4062","3588","","4551","4316","","29882","29920",""
"30.10.2018 15:00 - 30.10.2018 15:15","3343","2940","","4591","4356","","29900","29986",""
"30.10.2018 15:15 - 30.10.2018 15:30","2661","2320","","4628","4382","","29968","30100",""
"30.10.2018 15:30 - 30.10.2018 15:45","2032","1751","","4663","4392","","30055","30201",""
"30.10.2018 15:45 - 30.10.2018 16:00","1440","1221","","4691","4412","","30096","30344",""
"30.10.2018 16:00 - 30.10.2018 16:15","913","763","","4717","4427","","30152","30481",""
"30.10.2018 16:15 - 30.10.2018 16:30","485","396","","4725","4426","","30249","30594",""
"30.10.2018 16:30 - 30.10.2018 16:45","210","162","","4727","4425","","30359","30728",""
"30.10.2018 16:45 - 30.10.2018 17:00","45","41","","4730","4427","","30473","30905",""
"30.10.2018 17:00 - 30.10.2018 17:15","1","2","","4724","4429","","30576","31037",""
"30.10.2018 17:15 - 30.10.2018 17:30","0","0","","4694","4414","","30717","31199",""
"30.10.2018 17:30 - 30.10.2018 17:45","0","0","","4665","4401","","30850","31376",""
"30.10.2018 17:45 - 30.10.2018 18:00","0","0","","4638","4387","","30976","31563",""
"30.10.2018 18:00 - 30.10.2018 18:15","0","0","","4606","4367","","31091","31709",""
"30.10.2018 18:15 - 30.10.2018 18:30","0","0","","4558","4331","","31259","31772",""
"30.10.2018 18:30 - 30.10.2018 18:45","0","0","","4506","4298","","31418","31823",""
"30.10.2018 18:45 - 30.10.2018 19:00","0","0","","4461","4265","","31544","31829",""
"30.10.2018 19:00 - 30.10.2018 19:15","0","0","","4419","4223","","31699","31832",""
"30.10.2018 19:15 - 30.10.2018 19:30","0","0","","4356","4171","","31756","31775",""
"30.10.2018 19:30 - 30.10.2018 19:45","0","0","","4461","4129","","31848","31780",""
"30.10.2018 19:45 - 30.10.2018 20:00","0","0","","4389","4071","","31919","31752",""
"30.10.2018 20:00 - 30.10.2018 20:15","0","0","","4319","4005","","31978","31801",""
"30.10.2018 20:15 - 30.10.2018 20:30","0","0","","4250","3944","","32043","31784",""
"30.10.2018 20:30 - 30.10.2018 20:45","0","0","","4177","3902","","32116","31814",""
"30.10.2018 20:45 - 30.10.2018 21:00","0","0","","4130","3825","","32216","31800",""
"30.10.2018 21:00 - 30.10.2018 21:15","0","0","","4041","3746","","32271","31787",""
"30.10.2018 21:15 - 30.10.2018 21:30","0","0","","3972","3670","","32369","31839",""
"30.10.2018 21:30 - 30.10.2018 21:45","0","0","","3896","3603","","32481","31902",""
"30.10.2018 21:45 - 30.10.2018 22:00","0","0","","3815","3526","","32601","31999",""
"30.10.2018 22:00 - 30.10.2018 22:15","0","0","","3758","3484","","32083","31484",""
"30.10.2018 22:15 - 30.10.2018 22:30","0","0","","3764","3468","","32162","31464",""
"30.10.2018 22:30 - 30.10.2018 22:45","0","0","","3769","3454","","32251","31455",""
"30.10.2018 22:45 - 30.10.2018 23:00","0","0","","3769","3448","","32334","31458",""
"30.10.2018 23:00 - 30.10.2018 23:15","0","0","","3809","3458","","32362","31445",""
"30.10.2018 23:15 - 30.10.2018 23:30","0","0","","3928","3503","","32343","31452",""
"30.10.2018 23:30 - 30.10.2018 23:45","0","0","","4047","3556","","32313","31428",""
"30.10.2018 23:45 - 31.10.2018 00:00","0","0","","4159","3609","","32252","31375",""
"31.10.2018 00:00 - 31.10.2018 00:15","0","0","","4022","4144","","31926","32104",""
"31.10.2018 00:15 - 31.10.2018 00:30","0","0","","3948","4125","","31804","32023",""
"31.10.2018 00:30 - 31.10.2018 00:45","0","0","","3844","4169","","31680","31885",""
"31.10.2018 00:45 - 31.10.2018 01:00","0","0","","3887","3905","","31549","31803",""
"31.10.2018 01:00 - 31.10.2018 01:15","0","0","","3941","3833","","31405","31432",""
"31.10.2018 01:15 - 31.10.2018 01:30","0","0","","4006","3655","","31176","31202",""
"31.10.2018 01:30 - 31.10.2018 01:45","0","0","","4032","3725","","30923","31224",""
"31.10.2018 01:45 - 31.10.2018 02:00","0","0","","4102","3681","","30688","30814",""
"31.10.2018 02:00 - 31.10.2018 02:15","0","0","","4175","3865","","30365","30251",""
"31.10.2018 02:15 - 31.10.2018 02:30","0","0","","4263","3594","","29982","30005",""
"31.10.2018 02:30 - 31.10.2018 02:45","0","0","","4342","3545","","29575","29553",""
"31.10.2018 02:45 - 31.10.2018 03:00","0","0","","4392","3611","","29155","28898",""
"31.10.2018 03:00 - 31.10.2018 03:15","0","0","","4413","3609","","28776","28303",""
"31.10.2018 03:15 - 31.10.2018 03:30","0","0","","4440","3163","","28377","27784",""
"31.10.2018 03:30 - 31.10.2018 03:45","0","0","","4492","3282","","27966","27095",""
"31.10.2018 03:45 - 31.10.2018 04:00","0","0","","4516","3345","","27621","26504",""
"31.10.2018 04:00 - 31.10.2018 04:15","0","0","","4538","3413","","27295","26073",""
"31.10.2018 04:15 - 31.10.2018 04:30","0","0","","4554","3058","","26780","26019",""
"31.10.2018 04:30 - 31.10.2018 04:45","0","0","","4564","3131","","26259","25570",""
"31.10.2018 04:45 - 31.10.2018 05:00","0","0","","4579","3177","","25725","24462",""
"31.10.2018 05:00 - 31.10.2018 05:15","0","0","","4584","3233","","25211","24036",""
"31.10.2018 05:15 - 31.10.2018 05:30","0","0","","4584","2952","","24728","23893",""
"31.10.2018 05:30 - 31.10.2018 05:45","0","0","","4581","3038","","24236","23344",""
"31.10.2018 05:45 - 31.10.2018 06:00","0","0","","4579","3211","","23748","22842",""
"31.10.2018 06:00 - 31.10.2018 06:15","0","0","","4571","3409","","23756","22831",""
"31.10.2018 06:15 - 31.10.2018 06:30","0","0","","4554","3284","","23243","22628",""
"31.10.2018 06:30 - 31.10.2018 06:45","0","0","","4535","3329","","22720","21882",""
"31.10.2018 06:45 - 31.10.2018 07:00","1","0","","4518","3394","","22206","21630",""
"31.10.2018 07:00 - 31.10.2018 07:15","71","57","","4548","3421","","21693","20873",""
"31.10.2018 07:15 - 31.10.2018 07:30","434","367","","4510","3188","","21036","20131",""
"31.10.2018 07:30 - 31.10.2018 07:45","1148","978","","4472","3223","","20406","19285",""
"31.10.2018 07:45 - 31.10.2018 08:00","2025","1811","","4435","3241","","19783","18651",""
"31.10.2018 08:00 - 31.10.2018 08:15","3037","2899","","4392","3243","","19126","18057",""
"31.10.2018 08:15 - 31.10.2018 08:30","4192","4130","","4338","3229","","18466","17387",""
"31.10.2018 08:30 - 31.10.2018 08:45","5470","5433","","4285","3213","","17803","16707",""
"31.10.2018 08:45 - 31.10.2018 09:00","6741","6714","","4232","3200","","17108","16019",""
"31.10.2018 09:00 - 31.10.2018 09:15","7981","7962","","4175","3172","","16403","15349",""
"31.10.2018 09:15 - 31.10.2018 09:30","9149","9135","","4112","3136","","15724","14704",""
"31.10.2018 09:30 - 31.10.2018 09:45","10264","10259","","4048","3096","","15045","14056",""
"31.10.2018 09:45 - 31.10.2018 10:00","11308","11309","","3985","3059","","14374","13410",""
"31.10.2018 10:00 - 31.10.2018 10:15","12257","12285","","3919","3709","","13718","13216",""
"31.10.2018 10:15 - 31.10.2018 10:30","13103","13145","","4220","3902","","13136","12559",""
"31.10.2018 10:30 - 31.10.2018 10:45","13822","13888","","4141","3820","","12475","11910",""
"31.10.2018 10:45 - 31.10.2018 11:00","14384","14470","","4056","3740","","11791","11288",""
"31.10.2018 11:00 - 31.10.2018 11:15","14821","14920","","3968","3659","","11141","10682",""
"31.10.2018 11:15 - 31.10.2018 11:30","15135","15232","","3880","3558","","10568","10107",""
"31.10.2018 11:30 - 31.10.2018 11:45","15309","15401","","3807","3457","","10018","9522",""
"31.10.2018 11:45 - 31.10.2018 12:00","15344","15430","","3705","3356","","9440","8963",""
"31.10.2018 12:00 - 31.10.2018 12:15","15258","15317","","3603","3260","","8968","8425",""
"31.10.2018 12:15 - 31.10.2018 12:30","15040","15076","","3495","3164","","8510","7980",""
"31.10.2018 12:30 - 31.10.2018 12:45","14714","14739","","3383","3069","","8035","7519",""
"31.10.2018 12:45 - 31.10.2018 13:00","14285","14294","","3272","2972","","7583","7041",""
"31.10.2018 13:00 - 31.10.2018 13:15","13751","13753","","3157","2864","","7155","6584",""
"31.10.2018 13:15 - 31.10.2018 13:30","13099","13104","","3054","2749","","6927","6365",""
"31.10.2018 13:30 - 31.10.2018 13:45","12346","12363","","2953","2643","","6707","6134",""
"31.10.2018 13:45 - 31.10.2018 14:00","11491","11516","","2848","2535","","6506","5926",""
"31.10.2018 14:00 - 31.10.2018 14:15","10539","10612","","2746","2604","","6343","6076",""
"31.10.2018 14:15 - 31.10.2018 14:30","9546","9605","","2658","2514","","6268","5952",""
"31.10.2018 14:30 - 31.10.2018 14:45","8476","8539","","2562","2421","","6201","5830",""
"31.10.2018 14:45 - 31.10.2018 15:00","7366","7421","","2466","2330","","6130","5715",""
"31.10.2018 15:00 - 31.10.2018 15:15","6225","6270","","2377","2251","","6074","5608",""
"31.10.2018 15:15 - 31.10.2018 15:30","5079","5107","","2291","2189","","6147","5631",""
"31.10.2018 15:30 - 31.10.2018 15:45","3951","3960","","2211","2130","","6220","5660",""
"31.10.2018 15:45 - 31.10.2018 16:00","2867","2867","","2133","2079","","6295","5708",""
"31.10.2018 16:00 - 31.10.2018 16:15","1860","1852","","2061","2030","","6379","5767",""
"31.10.2018 16:15 - 31.10.2018 16:30","1025","1003","","2025","2030","","6782","6155",""
"31.10.2018 16:30 - 31.10.2018 16:45","436","411","","1993","2023","","7170","6539",""
"31.10.2018 16:45 - 31.10.2018 17:00","116","116","","1953","2004","","7583","6928",""
"31.10.2018 17:00 - 31.10.2018 17:15","15","15","","1924","1991","","8000","7322",""
"31.10.2018 17:15 - 31.10.2018 17:30","0","0","","1909","1977","","8505","7795",""
"31.10.2018 17:30 - 31.10.2018 17:45","0","0","","1890","1965","","9042","8275",""
"31.10.2018 17:45 - 31.10.2018 18:00","0","0","","1874","1958","","9619","8819",""
"31.10.2018 18:00 - 31.10.2018 18:15","0","0","","1866","1953","","10224","9381",""
"31.10.2018 18:15 - 31.10.2018 18:30","0","0","","1869","1963","","10758","9894",""
"31.10.2018 18:30 - 31.10.2018 18:45","0","0","","1867","1978","","11297","10383",""
"31.10.2018 18:45 - 31.10.2018 19:00","0","0","","1875","1981","","11766","10841",""
"31.10.2018 19:00 - 31.10.2018 19:15","0","0","","1893","1984","","12225","11285",""
"31.10.2018 19:15 - 31.10.2018 19:30","0","0","","1946","2009","","12488","11529",""
"31.10.2018 19:30 - 31.10.2018 19:45","0","0","","2000","2028","","12754","11783",""
"31.10.2018 19:45 - 31.10.2018 20:00","0","0","","2058","2058","","12967","11972",""
"31.10.2018 20:00 - 31.10.2018 20:15","0","0","","2121","2094","","13163","12179",""
"31.10.2018 20:15 - 31.10.2018 20:30","0","0","","2207","2138","","13231","12236",""
"31.10.2018 20:30 - 31.10.2018 20:45","0","0","","2292","2178","","13304","12299",""
"31.10.2018 20:45 - 31.10.2018 21:00","0","0","","2378","2220","","13390","12360",""
"31.10.2018 21:00 - 31.10.2018 21:15","0","0","","2469","2269","","13463","12402",""
"31.10.2018 21:15 - 31.10.2018 21:30","0","0","","2555","2328","","13501","12398",""
"31.10.2018 21:30 - 31.10.2018 21:45","0","0","","2642","2389","","13543","12401",""
"31.10.2018 21:45 - 31.10.2018 22:00","0","0","","2727","2442","","13608","12433",""
"31.10.2018 22:00 - 31.10.2018 22:15","0","0","","2800","2494","","13526","12334",""
"31.10.2018 22:15 - 31.10.2018 22:30","0","0","","2843","2526","","13418","12222",""
"31.10.2018 22:30 - 31.10.2018 22:45","0","0","","2887","2563","","13305","12102",""
"31.10.2018 22:45 - 31.10.2018 23:00","0","0","","2931","2601","","13217","12012",""
"31.10.2018 23:00 - 31.10.2018 23:15","0","0","","2966","2631","","13136","11931",""
"31.10.2018 23:15 - 31.10.2018 23:30","0","0","","2978","2641","","13099","11897",""
"31.10.2018 23:30 - 31.10.2018 23:45","0","0","","2991","2651","","13055","11862",""
"31.10.2018 23:45 - 01.11.2018 00:00","0","0","","2997","2658","","13012","11827",""
"01.11.2018 00:00 - 01.11.2018 00:15","0","0","","2627","2735","","12263","12248",""
"01.11.2018 00:15 - 01.11.2018 00:30","0","0","","2617","2848","","12140","12075",""
"01.11.2018 00:30 - 01.11.2018 00:45","0","0","","2596","2821","","12028","11952",""
"01.11.2018 00:45 - 01.11.2018 01:00","0","0","","2587","2748","","11970","11834",""
"01.11.2018 01:00 - 01.11.2018 01:15","0","0","","2574","2742","","11911","11586",""
"01.11.2018 01:15 - 01.11.2018 01:30","0","0","","2588","2811","","11894","11262",""
"01.11.2018 01:30 - 01.11.2018 01:45","0","0","","2601","2822","","11879","11230",""
"01.11.2018 01:45 - 01.11.2018 02:00","0","0","","2612","2817","","11826","10994",""
"01.11.2018 02:00 - 01.11.2018 02:15","0","0","","2630","2715","","11808","10993",""
"01.11.2018 02:15 - 01.11.2018 02:30","0","0","","2667","2707","","11720","10880",""
"01.11.2018 02:30 - 01.11.2018 02:45","0","0","","2703","2857","","11631","10691",""
"01.11.2018 02:45 - 01.11.2018 03:00","0","0","","2736","2905","","11551","10550",""
"01.11.2018 03:00 - 01.11.2018 03:15","0","0","","2771","2995","","11471","10508",""
"01.11.2018 03:15 - 01.11.2018 03:30","0","0","","2796","3063","","11407","10349",""
"01.11.2018 03:30 - 01.11.2018 03:45","0","0","","2824","3046","","11331","10344",""
"01.11.2018 03:45 - 01.11.2018 04:00","0","0","","2858","3093","","11248","10422",""
"01.11.2018 04:00 - 01.11.2018 04:15","0","0","","2904","3126","","11173","10352",""
"01.11.2018 04:15 - 01.11.2018 04:30","0","0","","2964","3134","","11186","10368",""
"01.11.2018 04:30 - 01.11.2018 04:45","0","0","","3035","3124","","11183","10481",""
"01.11.2018 04:45 - 01.11.2018 05:00","0","0","","3088","3132","","11186","10493",""
"01.11.2018 05:00 - 01.11.2018 05:15","0","0","","3158","3070","","11170","10527",""
"01.11.2018 05:15 - 01.11.2018 05:30","0","0","","3259","3001","","11203","10808",""
"01.11.2018 05:30 - 01.11.2018 05:45","0","0","","3360","3140","","11233","11070",""
"01.11.2018 05:45 - 01.11.2018 06:00","0","0","","3464","3242","","11233","11194",""
"01.11.2018 06:00 - 01.11.2018 06:15","0","0","","3569","3249","","11382","11472",""
