"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"01.11.2018 06:15 - 01.11.2018 06:30","0","0","","3678","3455","","11403","11270",""
"01.11.2018 06:30 - 01.11.2018 06:45","0","0","","3792","3562","","11424","11196",""
"01.11.2018 06:45 - 01.11.2018 07:00","0","0","","3903","3666","","11430","11347",""
"01.11.2018 07:00 - 01.11.2018 07:15","42","35","","4004","3889","","11434","11353",""
"01.11.2018 07:15 - 01.11.2018 07:30","256","219","","4063","4020","","11333","11259",""
"01.11.2018 07:30 - 01.11.2018 07:45","692","577","","4122","4169","","11233","11152",""
"01.11.2018 07:45 - 01.11.2018 08:00","1254","1078","","4184","4218","","11095","10964",""
"01.11.2018 08:00 - 01.11.2018 08:15","1940","1757","","4227","4267","","10956","10745",""
"01.11.2018 08:15 - 01.11.2018 08:30","2765","2542","","4261","4304","","10582","10377",""
"01.11.2018 08:30 - 01.11.2018 08:45","3691","3487","","4296","4345","","10211","9992",""
"01.11.2018 08:45 - 01.11.2018 09:00","4577","4350","","4332","4388","","9806","9576",""
"01.11.2018 09:00 - 01.11.2018 09:15","5432","5188","","4362","4414","","9391","9154",""
"01.11.2018 09:15 - 01.11.2018 09:30","6195","5945","","4363","4411","","8906","8579",""
"01.11.2018 09:30 - 01.11.2018 09:45","6891","6647","","4363","4411","","8421","7989",""
"01.11.2018 09:45 - 01.11.2018 10:00","7522","7290","","4359","4404","","7883","7357",""
"01.11.2018 10:00 - 01.11.2018 10:15","8074","7857","","4348","4384","","7374","6755",""
"01.11.2018 10:15 - 01.11.2018 10:30","8530","8328","","4285","4312","","6855","6197",""
"01.11.2018 10:30 - 01.11.2018 10:45","8880","8716","","4219","4241","","6354","5663",""
"01.11.2018 10:45 - 01.11.2018 11:00","9100","8978","","4155","4170","","5952","5224",""
"01.11.2018 11:00 - 01.11.2018 11:15","9244","9169","","4083","4084","","5539","4833",""
"01.11.2018 11:15 - 01.11.2018 11:30","9297","9271","","4001","3986","","5298","4636",""
"01.11.2018 11:30 - 01.11.2018 11:45","9238","9265","","3920","3889","","5077","4434",""
"01.11.2018 11:45 - 01.11.2018 12:00","9071","9167","","3842","3790","","4807","4197",""
"01.11.2018 12:00 - 01.11.2018 12:15","8836","8976","","3754","3691","","4573","3980",""
"01.11.2018 12:15 - 01.11.2018 12:30","8511","8665","","3643","3581","","4412","3860",""
"01.11.2018 12:30 - 01.11.2018 12:45","8139","8309","","3534","3468","","4258","3748",""
"01.11.2018 12:45 - 01.11.2018 13:00","7713","7889","","3426","3357","","4100","3643",""
"01.11.2018 13:00 - 01.11.2018 13:15","7244","7439","","3314","3247","","3964","3554",""
"01.11.2018 13:15 - 01.11.2018 13:30","6738","6943","","3214","3116","","4004","3596",""
"01.11.2018 13:30 - 01.11.2018 13:45","6202","6415","","3113","2984","","4043","3628",""
"01.11.2018 13:45 - 01.11.2018 14:00","5631","5866","","3011","2860","","4092","3658",""
"01.11.2018 14:00 - 01.11.2018 14:15","5046","5303","","2910","2578","","4140","3881",""
"01.11.2018 14:15 - 01.11.2018 14:30","4456","4728","","2811","2472","","4267","4024",""
"01.11.2018 14:30 - 01.11.2018 14:45","3866","4140","","2704","2363","","4407","4180",""
"01.11.2018 14:45 - 01.11.2018 15:00","3277","3525","","2598","2252","","4546","4363",""
"01.11.2018 15:00 - 01.11.2018 15:15","2692","2909","","2509","2160","","4681","4517",""
"01.11.2018 15:15 - 01.11.2018 15:30","2137","2333","","2455","2094","","4914","4749",""
"01.11.2018 15:30 - 01.11.2018 15:45","1607","1782","","2405","2036","","5161","4968",""
"01.11.2018 15:45 - 01.11.2018 16:00","1119","1266","","2359","1980","","5438","5241",""
"01.11.2018 16:00 - 01.11.2018 16:15","710","822","","2318","1939","","5691","5505",""
"01.11.2018 16:15 - 01.11.2018 16:30","393","461","","2336","1957","","5953","5837",""
"01.11.2018 16:30 - 01.11.2018 16:45","177","202","","2357","1973","","6198","6176",""
"01.11.2018 16:45 - 01.11.2018 17:00","49","56","","2372","1989","","6429","6543",""
"01.11.2018 17:00 - 01.11.2018 17:15","3","5","","2384","2018","","6670","6918",""
"01.11.2018 17:15 - 01.11.2018 17:30","0","0","","2389","2059","","6848","7204",""
"01.11.2018 17:30 - 01.11.2018 17:45","0","0","","2394","2103","","7034","7492",""
"01.11.2018 17:45 - 01.11.2018 18:00","0","0","","2400","2144","","7213","7773",""
"01.11.2018 18:00 - 01.11.2018 18:15","0","0","","2408","2182","","7399","8057",""
"01.11.2018 18:15 - 01.11.2018 18:30","0","0","","2386","2213","","7596","8328",""
"01.11.2018 18:30 - 01.11.2018 18:45","0","0","","2372","2243","","7797","8610",""
"01.11.2018 18:45 - 01.11.2018 19:00","0","0","","2354","2265","","7968","8926",""
"01.11.2018 19:00 - 01.11.2018 19:15","0","0","","2325","2282","","8151","9273",""
"01.11.2018 19:15 - 01.11.2018 19:30","0","0","","2307","2265","","8278","9513",""
"01.11.2018 19:30 - 01.11.2018 19:45","0","0","","2286","2248","","8411","9761",""
"01.11.2018 19:45 - 01.11.2018 20:00","0","0","","2266","2244","","8547","10015",""
"01.11.2018 20:00 - 01.11.2018 20:15","0","0","","2251","2238","","8686","10292",""
"01.11.2018 20:15 - 01.11.2018 20:30","0","0","","2251","2229","","8921","10645",""
"01.11.2018 20:30 - 01.11.2018 20:45","0","0","","2245","2220","","9166","11006",""
"01.11.2018 20:45 - 01.11.2018 21:00","0","0","","2246","2211","","9415","11354",""
"01.11.2018 21:00 - 01.11.2018 21:15","0","0","","2256","2219","","9686","11694",""
"01.11.2018 21:15 - 01.11.2018 21:30","0","0","","2285","2282","","10012","12088",""
"01.11.2018 21:30 - 01.11.2018 21:45","0","0","","2310","2334","","10339","12493",""
"01.11.2018 21:45 - 01.11.2018 22:00","0","0","","2349","2388","","10682","12876",""
"01.11.2018 22:00 - 01.11.2018 22:15","0","0","","2383","2449","","10954","13138",""
"01.11.2018 22:15 - 01.11.2018 22:30","0","0","","2413","2519","","11257","13394",""
"01.11.2018 22:30 - 01.11.2018 22:45","0","0","","2439","2591","","11565","13665",""
"01.11.2018 22:45 - 01.11.2018 23:00","0","0","","2470","2670","","11880","13934",""
"01.11.2018 23:00 - 01.11.2018 23:15","0","0","","2501","2753","","12186","14169",""
"01.11.2018 23:15 - 01.11.2018 23:30","0","0","","2536","2860","","12460","14362",""
"01.11.2018 23:30 - 01.11.2018 23:45","0","0","","2567","2963","","12719","14573",""
"01.11.2018 23:45 - 02.11.2018 00:00","0","0","","2607","3067","","12943","14781",""
"02.11.2018 00:00 - 02.11.2018 00:15","0","0","","2669","2959","","15997","16166",""
"02.11.2018 00:15 - 02.11.2018 00:30","0","0","","2818","3065","","16131","15834",""
"02.11.2018 00:30 - 02.11.2018 00:45","0","0","","2973","3137","","16259","15914",""
"02.11.2018 00:45 - 02.11.2018 01:00","0","0","","3029","3307","","16331","16122",""
"02.11.2018 01:00 - 02.11.2018 01:15","0","0","","3151","3441","","16445","16270",""
"02.11.2018 01:15 - 02.11.2018 01:30","0","0","","3268","3404","","16493","16256",""
"02.11.2018 01:30 - 02.11.2018 01:45","0","0","","3388","3477","","16542","16030",""
"02.11.2018 01:45 - 02.11.2018 02:00","0","0","","3509","3545","","16585","15890",""
"02.11.2018 02:00 - 02.11.2018 02:15","0","0","","3612","3639","","16572","15783",""
"02.11.2018 02:15 - 02.11.2018 02:30","0","0","","3681","3933","","16608","15849",""
"02.11.2018 02:30 - 02.11.2018 02:45","0","0","","3749","3940","","16648","16094",""
"02.11.2018 02:45 - 02.11.2018 03:00","0","0","","3819","4038","","16681","16234",""
"02.11.2018 03:00 - 02.11.2018 03:15","0","0","","3878","4101","","16716","16216",""
"02.11.2018 03:15 - 02.11.2018 03:30","0","0","","3930","4248","","16754","16192",""
"02.11.2018 03:30 - 02.11.2018 03:45","0","0","","3984","4304","","16787","16436",""
"02.11.2018 03:45 - 02.11.2018 04:00","0","0","","4039","4387","","16832","16633",""
"02.11.2018 04:00 - 02.11.2018 04:15","0","0","","4064","4461","","16900","16649",""
"02.11.2018 04:15 - 02.11.2018 04:30","0","0","","4033","4407","","16924","16566",""
"02.11.2018 04:30 - 02.11.2018 04:45","0","0","","4005","4259","","16949","16353",""
"02.11.2018 04:45 - 02.11.2018 05:00","0","0","","3977","4184","","16983","16626",""
"02.11.2018 05:00 - 02.11.2018 05:15","0","0","","3968","4145","","17000","16657",""
"02.11.2018 05:15 - 02.11.2018 05:30","0","0","","4001","4153","","16987","16554",""
"02.11.2018 05:30 - 02.11.2018 05:45","0","0","","4032","4094","","16967","16428",""
"02.11.2018 05:45 - 02.11.2018 06:00","0","0","","4063","4131","","16946","16459",""
"02.11.2018 06:00 - 02.11.2018 06:15","0","0","","4102","4129","","17204","16757",""
"02.11.2018 06:15 - 02.11.2018 06:30","0","0","","4143","4252","","17170","16683",""
"02.11.2018 06:30 - 02.11.2018 06:45","0","0","","4178","4293","","17130","16530",""
"02.11.2018 06:45 - 02.11.2018 07:00","0","0","","4203","4204","","17090","16805",""
"02.11.2018 07:00 - 02.11.2018 07:15","28","24","","4218","4208","","17046","16764",""
"02.11.2018 07:15 - 02.11.2018 07:30","197","181","","4205","4193","","16763","16391",""
"02.11.2018 07:30 - 02.11.2018 07:45","586","502","","4193","3977","","16489","16058",""
"02.11.2018 07:45 - 02.11.2018 08:00","1116","986","","4191","3962","","16195","15743",""
"02.11.2018 08:00 - 02.11.2018 08:15","1773","1655","","4192","3942","","15912","15433",""
"02.11.2018 08:15 - 02.11.2018 08:30","2545","2406","","4186","3910","","15531","14999",""
"02.11.2018 08:30 - 02.11.2018 08:45","3409","3271","","4186","3879","","15135","14557",""
"02.11.2018 08:45 - 02.11.2018 09:00","4266","4122","","4177","3856","","14748","14122",""
"02.11.2018 09:00 - 02.11.2018 09:15","5099","4969","","4154","3840","","14392","13693",""
"02.11.2018 09:15 - 02.11.2018 09:30","5887","5766","","4120","3811","","14140","13347",""
"02.11.2018 09:30 - 02.11.2018 09:45","6661","6548","","4076","3789","","13892","13007",""
"02.11.2018 09:45 - 02.11.2018 10:00","7399","7277","","4033","3754","","13639","12653",""
"02.11.2018 10:00 - 02.11.2018 10:15","8090","7964","","3993","3720","","13363","12284",""
"02.11.2018 10:15 - 02.11.2018 10:30","8725","8593","","3945","3664","","13216","12043",""
"02.11.2018 10:30 - 02.11.2018 10:45","9268","9138","","3972","3604","","13125","11815",""
"02.11.2018 10:45 - 02.11.2018 11:00","9694","9558","","3905","3539","","12972","11567",""
"02.11.2018 11:00 - 02.11.2018 11:15","10042","9896","","3840","3482","","12810","11316",""
"02.11.2018 11:15 - 02.11.2018 11:30","10280","10148","","3798","3443","","12561","11063",""
"02.11.2018 11:30 - 02.11.2018 11:45","10381","10272","","3749","3400","","12319","10804",""
"02.11.2018 11:45 - 02.11.2018 12:00","10374","10298","","3696","3407","","12066","10660",""
"02.11.2018 12:00 - 02.11.2018 12:15","10280","10223","","3646","3345","","11815","10431",""
"02.11.2018 12:15 - 02.11.2018 12:30","10077","9995","","3590","3255","","11539","10149",""
"02.11.2018 12:30 - 02.11.2018 12:45","9798","9707","","3534","3160","","11264","9857",""
"02.11.2018 12:45 - 02.11.2018 13:00","9455","9327","","3478","3072","","10996","9579",""
"02.11.2018 13:00 - 02.11.2018 13:15","9049","8893","","3417","2978","","10739","9298",""
"02.11.2018 13:15 - 02.11.2018 13:30","8578","8393","","3335","2878","","10416","8994",""
"02.11.2018 13:30 - 02.11.2018 13:45","8054","7831","","3252","2784","","10070","8675",""
"02.11.2018 13:45 - 02.11.2018 14:00","7455","7202","","3169","2692","","9712","8343",""
"02.11.2018 14:00 - 02.11.2018 14:15","6804","6539","","3088","2648","","9361","7758",""
"02.11.2018 14:15 - 02.11.2018 14:30","6130","5862","","3027","2557","","8960","7389",""
"02.11.2018 14:30 - 02.11.2018 14:45","5405","5147","","2955","2469","","8563","7047",""
"02.11.2018 14:45 - 02.11.2018 15:00","4672","4420","","2881","2373","","8173","6695",""
"02.11.2018 15:00 - 02.11.2018 15:15","3917","3680","","2807","2288","","7806","6353",""
"02.11.2018 15:15 - 02.11.2018 15:30","3151","2941","","2741","2215","","7435","6039",""
"02.11.2018 15:30 - 02.11.2018 15:45","2402","2233","","2674","2140","","7065","5719",""
"02.11.2018 15:45 - 02.11.2018 16:00","1709","1581","","2602","2060","","6723","5403",""
"02.11.2018 16:00 - 02.11.2018 16:15","1088","999","","2540","1984","","6366","5102",""
"02.11.2018 16:15 - 02.11.2018 16:30","603","538","","2485","1960","","6265","4998",""
"02.11.2018 16:30 - 02.11.2018 16:45","267","224","","2429","1932","","6168","4899",""
"02.11.2018 16:45 - 02.11.2018 17:00","72","56","","2371","1908","","6094","4807",""
"02.11.2018 17:00 - 02.11.2018 17:15","8","4","","2320","1881","","6027","4729",""
"02.11.2018 17:15 - 02.11.2018 17:30","0","0","","2271","1802","","6024","4726",""
"02.11.2018 17:30 - 02.11.2018 17:45","0","0","","2223","1722","","6023","4723",""
"02.11.2018 17:45 - 02.11.2018 18:00","0","0","","2180","1644","","6018","4721",""
"02.11.2018 18:00 - 02.11.2018 18:15","0","0","","2140","1571","","6021","4716",""
"02.11.2018 18:15 - 02.11.2018 18:30","0","0","","2126","1553","","6079","4726",""
"02.11.2018 18:30 - 02.11.2018 18:45","0","0","","2111","1540","","6138","4730",""
"02.11.2018 18:45 - 02.11.2018 19:00","0","0","","2094","1523","","6212","4747",""
"02.11.2018 19:00 - 02.11.2018 19:15","0","0","","2078","1503","","6286","4769",""
"02.11.2018 19:15 - 02.11.2018 19:30","0","0","","2047","1468","","6335","4779",""
"02.11.2018 19:30 - 02.11.2018 19:45","0","0","","2021","1425","","6379","4797",""
"02.11.2018 19:45 - 02.11.2018 20:00","0","0","","1986","1392","","6420","4800",""
"02.11.2018 20:00 - 02.11.2018 20:15","0","0","","1951","1364","","6433","4892",""
"02.11.2018 20:15 - 02.11.2018 20:30","0","0","","1908","1347","","6447","4874",""
"02.11.2018 20:30 - 02.11.2018 20:45","0","0","","1865","1322","","6456","4865",""
"02.11.2018 20:45 - 02.11.2018 21:00","0","0","","1823","1297","","6458","4843",""
"02.11.2018 21:00 - 02.11.2018 21:15","0","0","","1783","1265","","6455","4831",""
"02.11.2018 21:15 - 02.11.2018 21:30","0","0","","1740","1229","","6433","4836",""
"02.11.2018 21:30 - 02.11.2018 21:45","0","0","","1697","1194","","6413","4841",""
"02.11.2018 21:45 - 02.11.2018 22:00","0","0","","1661","1160","","6399","4853",""
"02.11.2018 22:00 - 02.11.2018 22:15","0","0","","1622","1125","","6359","4843",""
"02.11.2018 22:15 - 02.11.2018 22:30","0","0","","1569","1092","","6306","4829",""
"02.11.2018 22:30 - 02.11.2018 22:45","0","0","","1519","1061","","6250","4811",""
"02.11.2018 22:45 - 02.11.2018 23:00","0","0","","1468","1025","","6200","4785",""
"02.11.2018 23:00 - 02.11.2018 23:15","0","0","","1423","999","","6149","4747",""
"02.11.2018 23:15 - 02.11.2018 23:30","0","0","","1385","973","","6082","4697",""
"02.11.2018 23:30 - 02.11.2018 23:45","0","0","","1358","952","","6000","4640",""
"02.11.2018 23:45 - 03.11.2018 00:00","0","0","","1321","932","","5919","4591",""
"03.11.2018 00:00 - 03.11.2018 00:15","0","0","","747","804","","4508","4851",""
"03.11.2018 00:15 - 03.11.2018 00:30","0","0","","740","915","","4441","4735",""
"03.11.2018 00:30 - 03.11.2018 00:45","0","0","","738","968","","4368","4643",""
"03.11.2018 00:45 - 03.11.2018 01:00","0","0","","731","985","","4296","4542",""
"03.11.2018 01:00 - 03.11.2018 01:15","0","0","","723","969","","4216","4416",""
"03.11.2018 01:15 - 03.11.2018 01:30","0","0","","726","1020","","4181","4145",""
"03.11.2018 01:30 - 03.11.2018 01:45","0","0","","733","1002","","4139","4086",""
"03.11.2018 01:45 - 03.11.2018 02:00","0","0","","738","991","","4100","4122",""
"03.11.2018 02:00 - 03.11.2018 02:15","0","0","","743","1029","","4022","4133",""
"03.11.2018 02:15 - 03.11.2018 02:30","0","0","","752","998","","3997","4106",""
"03.11.2018 02:30 - 03.11.2018 02:45","0","0","","757","1045","","3977","4089",""
"03.11.2018 02:45 - 03.11.2018 03:00","0","0","","765","984","","3950","3980",""
"03.11.2018 03:00 - 03.11.2018 03:15","0","0","","775","948","","3922","3770",""
"03.11.2018 03:15 - 03.11.2018 03:30","0","0","","789","932","","3883","3576",""
"03.11.2018 03:30 - 03.11.2018 03:45","0","0","","798","938","","3846","3508",""
"03.11.2018 03:45 - 03.11.2018 04:00","0","0","","812","941","","3807","3461",""
"03.11.2018 04:00 - 03.11.2018 04:15","0","0","","823","955","","3773","3503",""
"03.11.2018 04:15 - 03.11.2018 04:30","0","0","","830","944","","3721","3523",""
"03.11.2018 04:30 - 03.11.2018 04:45","0","0","","844","971","","3660","3478",""
"03.11.2018 04:45 - 03.11.2018 05:00","0","0","","854","979","","3600","3474",""
"03.11.2018 05:00 - 03.11.2018 05:15","0","0","","862","1029","","3537","3402",""
"03.11.2018 05:15 - 03.11.2018 05:30","0","0","","887","1115","","3483","3297",""
"03.11.2018 05:30 - 03.11.2018 05:45","0","0","","906","1149","","3436","3264",""
"03.11.2018 05:45 - 03.11.2018 06:00","0","0","","925","1166","","3381","3308",""
"03.11.2018 06:00 - 03.11.2018 06:15","0","0","","946","1202","","3348","3365",""
"03.11.2018 06:15 - 03.11.2018 06:30","0","0","","987","1273","","3295","3310",""
"03.11.2018 06:30 - 03.11.2018 06:45","0","0","","1025","1336","","3244","3214",""
"03.11.2018 06:45 - 03.11.2018 07:00","0","0","","1064","1381","","3199","3196",""
"03.11.2018 07:00 - 03.11.2018 07:15","14","12","","1106","1424","","3148","3142",""
"03.11.2018 07:15 - 03.11.2018 07:30","111","84","","1171","1493","","3080","3116",""
"03.11.2018 07:30 - 03.11.2018 07:45","384","296","","1240","1598","","3006","3093",""
"03.11.2018 07:45 - 03.11.2018 08:00","833","675","","1314","1647","","2933","2987",""
"03.11.2018 08:00 - 03.11.2018 08:15","1462","1235","","1392","1704","","2891","2898",""
"03.11.2018 08:15 - 03.11.2018 08:30","2257","1958","","1475","1782","","2771","2783",""
"03.11.2018 08:30 - 03.11.2018 08:45","3208","2857","","1566","1862","","2646","2671",""
"03.11.2018 08:45 - 03.11.2018 09:00","4193","3776","","1652","1944","","2520","2546",""
"03.11.2018 09:00 - 03.11.2018 09:15","5175","4675","","1744","2026","","2390","2426",""
"03.11.2018 09:15 - 03.11.2018 09:30","6143","5553","","1834","2113","","2210","2285",""
"03.11.2018 09:30 - 03.11.2018 09:45","7104","6421","","1929","2204","","2026","2139",""
"03.11.2018 09:45 - 03.11.2018 10:00","8041","7255","","2022","2289","","1850","2007",""
"03.11.2018 10:00 - 03.11.2018 10:15","8930","8024","","2105","2370","","1692","1889",""
"03.11.2018 10:15 - 03.11.2018 10:30","9755","8758","","2174","2428","","1590","1812",""
"03.11.2018 10:30 - 03.11.2018 10:45","10499","9408","","2247","2487","","1481","1738",""
"03.11.2018 10:45 - 03.11.2018 11:00","11130","9966","","2319","2546","","1394","1675",""
"03.11.2018 11:00 - 03.11.2018 11:15","11660","10435","","2377","2601","","1315","1611",""
"03.11.2018 11:15 - 03.11.2018 11:30","12095","10833","","2409","2638","","1287","1580",""
"03.11.2018 11:30 - 03.11.2018 11:45","12390","11094","","2436","2680","","1260","1544",""
"03.11.2018 11:45 - 03.11.2018 12:00","12544","11226","","2466","2719","","1225","1509",""
"03.11.2018 12:00 - 03.11.2018 12:15","12580","11251","","2489","2761","","1203","1478",""
"03.11.2018 12:15 - 03.11.2018 12:30","12504","11151","","2521","2792","","1198","1464",""
"03.11.2018 12:30 - 03.11.2018 12:45","12328","10971","","2552","2822","","1196","1441",""
"03.11.2018 12:45 - 03.11.2018 13:00","12069","10722","","2580","2846","","1193","1427",""
